session_id,customer_id,session_date,session_duration_minutes,pages_viewed,page_type,device_type,bounce_rate,time_on_page_seconds,cart_additions,cart_abandonment,search_queries,support_chat_initiated,email_clicks,app_rating_given
SESS_00003628,CUST_000931,2024-03-08 02:33:00,36,6,Home,Mobile,0.79,3030.43,0,0,2,1,3,0
SESS_00003629,CUST_001695,2023-11-26 05:59:00,28,4,Home,Mobile,0.75,2357.0,0,1,3,0,0,0
SESS_00003630,CUST_000979,2023-02-01 02:13:00,29,14,Product_Page,Mobile,0.32,2441.18,1,0,1,0,2,0
SESS_00003631,CUST_001195,2023-02-17 13:24:00,30,10,Search,Mobile,0.55,2525.36,0,0,3,0,0,0
SESS_00003632,CUST_000382,2024-02-10 04:07:00,43,8,Product_Page,Mobile,0.77,3619.68,0,1,3,0,2,0
SESS_00003633,CUST_001330,2024-01-30 14:22:00,39,9,Home,Mobile,0.24,3282.96,2,1,1,0,1,1
SESS_00003634,CUST_001662,2023-02-04 09:16:00,33,6,Product_Page,Mobile,0.31,2777.89,0,0,6,0,0,0
SESS_00003635,CUST_001510,2023-04-02 00:49:00,19,4,Product_Page,Mobile,0.47,1599.39,2,0,2,0,0,0
SESS_00003636,CUST_000462,2023-04-25 14:46:00,108,21,Product_Page,Desktop,0.36,9091.28,1,0,5,0,2,0
SESS_00003637,CUST_001206,2024-02-06 14:38:00,8,1,Product_Page,Mobile,0.19,673.43,1,1,2,1,0,0
SESS_00003638,CUST_000892,2023-03-12 14:25:00,27,3,Cart,Desktop,0.57,2272.82,1,1,2,0,1,0
SESS_00003639,CUST_001666,2023-05-20 07:36:00,31,4,Product_Page,Tablet,0.5,2609.54,1,0,5,0,2,1
SESS_00003640,CUST_001855,2023-01-26 12:14:00,4,2,Home,Mobile,0.18,336.71,0,0,3,0,1,0
SESS_00003641,CUST_000954,2023-10-29 16:11:00,15,2,Home,Mobile,0.9,1262.68,2,0,1,0,0,0
SESS_00003642,CUST_000443,2023-11-24 23:35:00,82,41,Search,Desktop,0.78,6902.64,1,1,4,0,2,0
SESS_00003643,CUST_000971,2023-09-14 15:48:00,34,4,Product_Page,Desktop,0.69,2862.07,0,1,1,0,0,0
SESS_00003644,CUST_001285,2023-07-06 13:14:00,44,14,Product_Page,Tablet,0.43,3703.86,2,1,0,1,0,0
SESS_00003645,CUST_000153,2023-02-25 16:29:00,78,9,Product_Page,Desktop,0.74,6565.93,1,1,2,0,2,0
SESS_00003646,CUST_000212,2024-01-15 12:09:00,57,8,Cart,Desktop,0.48,4798.18,1,0,2,0,1,0
SESS_00003647,CUST_001982,2023-10-21 16:30:00,30,10,Home,Mobile,0.81,2525.36,3,0,1,0,2,0
SESS_00003648,CUST_000673,2024-01-14 21:07:00,5,1,Cart,Mobile,0.23,420.89,0,0,3,0,1,0
SESS_00003649,CUST_001731,2023-12-18 20:39:00,67,22,Product_Page,Desktop,0.79,5639.96,0,0,2,0,1,0
SESS_00003650,CUST_000613,2023-06-03 13:33:00,23,2,Cart,Mobile,0.15,1936.11,1,0,0,0,1,0
SESS_00003651,CUST_000005,2023-01-19 19:18:00,30,5,Product_Page,Mobile,0.64,2525.36,2,0,1,0,2,0
SESS_00003652,CUST_001386,2023-05-14 14:48:00,93,11,Home,Desktop,0.7,7828.61,3,0,2,0,0,0
SESS_00003653,CUST_001783,2023-10-31 05:37:00,37,4,Cart,Desktop,0.82,3114.61,2,1,0,0,0,0
SESS_00003654,CUST_001326,2023-07-24 20:06:00,26,3,Product_Page,Mobile,0.37,2188.64,1,0,4,0,2,0
SESS_00003655,CUST_000843,2023-03-20 23:44:00,86,43,Cart,Desktop,0.23,7239.36,1,1,1,0,1,0
SESS_00003656,CUST_001116,2023-08-16 18:56:00,10,1,Cart,Mobile,0.45,841.79,0,1,1,0,1,0
SESS_00003657,CUST_000807,2023-10-04 12:14:00,43,5,Cart,Mobile,0.44,3619.68,1,0,4,1,0,0
SESS_00003658,CUST_001807,2023-08-07 23:47:00,33,6,Home,Mobile,0.35,2777.89,0,0,2,0,0,0
SESS_00003659,CUST_001696,2023-08-07 07:39:00,26,5,Product_Page,Mobile,0.71,2188.64,1,0,4,1,1,1
SESS_00003660,CUST_000472,2023-07-10 04:30:00,17,3,Cart,Mobile,0.84,1431.04,2,1,7,0,1,0
SESS_00003661,CUST_000024,2023-01-10 14:23:00,55,27,Cart,Desktop,0.53,4629.82,1,0,2,1,2,0
SESS_00003662,CUST_000526,2023-01-05 20:35:00,19,9,Home,Mobile,0.38,1599.39,0,0,1,0,1,0
SESS_00003663,CUST_001453,2023-04-11 16:14:00,34,5,Product_Page,Mobile,0.33,2862.07,2,0,0,0,3,0
SESS_00003664,CUST_000105,2023-02-20 02:29:00,22,7,Cart,Mobile,0.43,1851.93,0,0,5,0,3,0
SESS_00003665,CUST_001626,2023-10-06 20:08:00,8,1,Product_Page,Desktop,0.69,673.43,0,0,3,0,1,0
SESS_00003666,CUST_001830,2023-11-25 15:38:00,5,1,Search,Tablet,0.32,420.89,0,0,7,0,3,0
SESS_00003667,CUST_000990,2024-03-12 20:58:00,39,5,Home,Mobile,0.23,3282.96,2,1,0,0,1,0
SESS_00003668,CUST_001030,2024-01-07 23:34:00,45,9,Home,Mobile,0.32,3788.03,1,0,1,0,4,1
SESS_00003669,CUST_000254,2023-09-22 05:23:00,61,8,Home,Desktop,0.18,5134.89,0,0,0,1,0,0
SESS_00003670,CUST_000141,2023-08-01 13:16:00,7,2,Product_Page,Tablet,0.58,589.25,0,1,1,0,1,1
SESS_00003671,CUST_001132,2023-11-25 00:08:00,37,18,Product_Page,Mobile,0.27,3114.61,0,0,2,0,0,0
SESS_00003672,CUST_000297,2023-03-29 05:43:00,21,5,Home,Mobile,0.82,1767.75,1,0,1,0,1,0
SESS_00003673,CUST_001723,2023-07-18 13:05:00,97,19,Cart,Desktop,0.33,8165.32,2,1,0,0,0,0
SESS_00003674,CUST_000668,2023-02-17 15:44:00,25,4,Home,Mobile,0.59,2104.46,1,1,3,0,0,0
SESS_00003675,CUST_000887,2023-07-23 13:11:00,116,23,Cart,Desktop,0.25,9764.71,2,0,6,0,0,0
SESS_00003676,CUST_000727,2023-09-12 01:19:00,15,2,Product_Page,Mobile,0.71,1262.68,0,0,3,0,2,0
SESS_00003677,CUST_001664,2023-09-29 06:12:00,104,17,Home,Desktop,0.46,8754.57,2,0,0,0,3,0
SESS_00003678,CUST_000360,2023-04-12 21:46:00,74,18,Product_Page,Desktop,0.57,6229.21,1,1,2,0,1,0
SESS_00003679,CUST_000052,2023-11-15 18:45:00,9,3,Home,Mobile,0.25,757.61,0,0,4,0,2,0
SESS_00003680,CUST_001586,2023-07-22 19:04:00,31,6,Product_Page,Mobile,0.32,2609.54,1,0,1,0,2,0
SESS_00003681,CUST_001570,2023-05-11 18:35:00,54,10,Product_Page,Desktop,0.12,4545.64,0,0,3,0,0,0
SESS_00003682,CUST_000911,2023-06-01 05:28:00,15,1,Product_Page,Mobile,0.41,1262.68,1,0,5,1,1,0
SESS_00003683,CUST_000646,2023-10-18 17:16:00,5,1,Search,Mobile,0.17,420.89,2,0,3,0,0,0
SESS_00003684,CUST_001397,2023-12-15 14:01:00,100,12,Product_Page,Desktop,0.16,8417.86,0,1,0,0,1,0
SESS_00003685,CUST_001902,2023-06-14 09:29:00,11,5,Product_Page,Mobile,0.64,925.96,1,0,1,0,1,0
SESS_00003686,CUST_001542,2023-11-14 04:27:00,22,2,Home,Tablet,0.35,1851.93,1,1,1,0,0,0
SESS_00003687,CUST_001791,2023-07-18 22:20:00,56,18,Home,Tablet,0.82,4714.0,0,1,2,0,0,0
SESS_00003688,CUST_001203,2023-07-31 14:45:00,40,5,Product_Page,Mobile,0.69,3367.14,2,0,4,0,0,0
SESS_00003689,CUST_000515,2023-08-30 03:32:00,40,5,Product_Page,Mobile,0.47,3367.14,0,0,1,0,1,0
SESS_00003690,CUST_001919,2023-02-09 22:27:00,60,10,Product_Page,Desktop,0.44,5050.71,2,0,1,0,1,0
SESS_00003691,CUST_000090,2023-09-08 07:56:00,9,1,Home,Mobile,0.74,757.61,2,0,3,0,1,0
SESS_00003692,CUST_001935,2023-01-24 00:59:00,10,2,Home,Tablet,0.19,841.79,2,0,4,0,2,0
SESS_00003693,CUST_001166,2023-08-30 15:25:00,26,3,Cart,Mobile,0.73,2188.64,1,1,1,0,1,0
SESS_00003694,CUST_000096,2023-01-27 05:10:00,2,1,Search,Mobile,0.9,168.36,0,1,3,1,0,0
SESS_00003695,CUST_001328,2023-05-08 22:44:00,29,7,Search,Mobile,0.72,2441.18,0,1,1,1,1,0
SESS_00003696,CUST_001584,2023-03-08 06:32:00,29,9,Home,Desktop,0.85,2441.18,1,0,6,0,0,0
SESS_00003697,CUST_000509,2023-06-25 10:11:00,26,13,Cart,Desktop,0.6,2188.64,1,1,2,0,0,0
SESS_00003698,CUST_001234,2023-06-09 03:10:00,18,4,Product_Page,Mobile,0.37,1515.21,1,1,0,0,1,0
SESS_00003699,CUST_001341,2023-12-27 12:11:00,42,6,Home,Mobile,0.23,3535.5,0,0,3,0,1,1
SESS_00003700,CUST_000223,2023-03-17 23:56:00,3,1,Search,Mobile,0.1,252.54,0,0,1,0,2,0
SESS_00003701,CUST_000740,2023-05-13 20:52:00,11,1,Home,Desktop,0.59,925.96,0,0,3,0,1,1
SESS_00003702,CUST_000518,2023-02-24 02:56:00,32,5,Home,Desktop,0.49,2693.71,1,0,1,0,1,0
SESS_00003703,CUST_001612,2023-07-26 10:16:00,52,17,Cart,Desktop,0.7,4377.28,0,0,1,0,0,0
SESS_00003704,CUST_000675,2023-12-22 10:06:00,30,3,Product_Page,Mobile,0.6,2525.36,1,1,0,0,0,0
SESS_00003705,CUST_000798,2023-06-13 13:45:00,44,7,Product_Page,Tablet,0.77,3703.86,0,1,3,0,1,1
SESS_00003706,CUST_000452,2023-08-04 09:54:00,85,21,Search,Desktop,0.82,7155.18,1,1,2,0,0,1
SESS_00003707,CUST_000054,2024-02-29 19:41:00,13,2,Home,Mobile,0.69,1094.32,1,0,1,0,1,0
SESS_00003708,CUST_000303,2023-09-19 19:51:00,32,8,Home,Mobile,0.33,2693.71,1,0,6,0,3,0
SESS_00003709,CUST_001386,2023-09-09 04:03:00,101,14,Home,Desktop,0.61,8502.03,0,1,2,0,1,0
SESS_00003710,CUST_001488,2023-04-09 22:57:00,8,2,Product_Page,Mobile,0.27,673.43,1,0,2,0,0,0
SESS_00003711,CUST_001419,2023-04-11 00:25:00,20,5,Product_Page,Desktop,0.22,1683.57,1,0,1,0,1,0
SESS_00003712,CUST_000485,2024-02-20 05:32:00,37,9,Home,Tablet,0.36,3114.61,0,1,1,0,1,0
SESS_00003713,CUST_001928,2023-09-28 18:39:00,23,4,Product_Page,Tablet,0.37,1936.11,2,0,3,0,1,0
SESS_00003714,CUST_000081,2023-11-04 21:37:00,112,56,Cart,Desktop,0.66,9428.0,0,1,1,0,2,0
SESS_00003715,CUST_000849,2023-11-03 18:46:00,37,18,Home,Mobile,0.17,3114.61,1,1,2,0,1,0
SESS_00003716,CUST_001131,2023-10-17 04:14:00,32,16,Product_Page,Mobile,0.33,2693.71,3,1,2,0,1,0
SESS_00003717,CUST_000123,2023-05-13 09:37:00,5,1,Product_Page,Mobile,0.86,420.89,2,0,0,0,0,0
SESS_00003718,CUST_000197,2023-12-03 03:14:00,44,8,Home,Mobile,0.15,3703.86,1,1,3,0,0,0
SESS_00003719,CUST_000520,2023-08-06 17:39:00,8,1,Search,Tablet,0.56,673.43,1,1,1,0,1,0
SESS_00003720,CUST_001455,2023-09-30 16:29:00,73,18,Cart,Desktop,0.26,6145.03,1,0,3,0,2,0
SESS_00003721,CUST_001104,2023-01-14 06:38:00,20,6,Cart,Desktop,0.69,1683.57,1,0,0,0,1,0
SESS_00003722,CUST_001320,2024-02-15 14:50:00,32,5,Home,Mobile,0.38,2693.71,3,0,1,0,0,0
SESS_00003723,CUST_001614,2023-01-20 10:12:00,44,7,Home,Mobile,0.11,3703.86,0,0,1,1,1,0
SESS_00003724,CUST_001522,2023-09-13 10:04:00,100,14,Home,Desktop,0.69,8417.86,1,1,2,0,3,0
SESS_00003725,CUST_001039,2023-12-22 19:21:00,35,5,Home,Desktop,0.58,2946.25,2,1,1,1,0,0
SESS_00003726,CUST_001558,2023-05-09 05:53:00,38,7,Home,Mobile,0.7,3198.78,2,0,2,0,0,0
SESS_00003727,CUST_001314,2023-01-28 07:36:00,103,20,Search,Desktop,0.32,8670.39,0,0,4,0,3,0
SESS_00003728,CUST_001500,2024-01-25 15:12:00,16,2,Product_Page,Mobile,0.42,1346.86,0,1,4,1,0,0
SESS_00003729,CUST_000007,2023-01-16 08:57:00,7,1,Product_Page,Mobile,0.48,589.25,3,1,1,0,0,0
SESS_00003730,CUST_001368,2024-02-21 06:10:00,91,11,Search,Desktop,0.16,7660.25,0,0,1,0,0,0
SESS_00003731,CUST_001421,2023-08-02 23:43:00,46,7,Home,Tablet,0.27,3872.21,3,0,1,0,2,0
SESS_00003732,CUST_001817,2023-06-09 20:19:00,23,2,Product_Page,Desktop,0.67,1936.11,3,0,1,0,3,0
SESS_00003733,CUST_000017,2024-02-26 08:49:00,10,3,Search,Mobile,0.69,841.79,1,1,2,0,2,0
SESS_00003734,CUST_001668,2023-03-14 00:02:00,97,12,Search,Desktop,0.37,8165.32,1,1,5,0,3,0
SESS_00003735,CUST_001399,2023-10-10 12:23:00,77,15,Search,Desktop,0.81,6481.75,3,1,1,0,2,0
SESS_00003736,CUST_000357,2023-12-23 22:12:00,16,4,Product_Page,Mobile,0.25,1346.86,2,1,1,0,1,1
SESS_00003737,CUST_001151,2023-09-06 16:04:00,41,13,Product_Page,Mobile,0.16,3451.32,0,0,4,0,0,0
SESS_00003738,CUST_000612,2023-03-27 02:04:00,20,4,Home,Mobile,0.31,1683.57,1,0,2,0,0,0
SESS_00003739,CUST_001321,2023-05-25 12:29:00,48,6,Home,Desktop,0.24,4040.57,0,0,4,1,0,0
SESS_00003740,CUST_001839,2023-09-07 07:10:00,49,12,Home,Tablet,0.8,4124.75,3,0,4,1,1,0
SESS_00003741,CUST_000174,2023-12-29 20:16:00,21,5,Product_Page,Desktop,0.17,1767.75,0,0,1,0,0,1
SESS_00003742,CUST_001808,2023-08-03 02:29:00,14,1,Product_Page,Mobile,0.66,1178.5,0,1,1,0,1,0
SESS_00003743,CUST_000177,2023-04-01 08:14:00,11,5,Cart,Mobile,0.35,925.96,1,0,3,0,2,1
SESS_00003744,CUST_001494,2023-10-25 14:36:00,27,6,Home,Desktop,0.71,2272.82,0,0,3,0,2,0
SESS_00003745,CUST_000971,2024-02-19 22:44:00,59,29,Home,Desktop,0.63,4966.53,1,1,2,0,0,0
SESS_00003746,CUST_000948,2023-05-21 01:14:00,22,3,Cart,Mobile,0.63,1851.93,0,0,0,0,0,0
SESS_00003747,CUST_001459,2023-04-15 22:02:00,4,1,Home,Mobile,0.59,336.71,2,0,3,0,0,0
SESS_00003748,CUST_000681,2023-07-16 16:17:00,23,2,Search,Desktop,0.53,1936.11,0,1,2,0,1,0
SESS_00003749,CUST_000920,2023-03-21 15:13:00,19,9,Home,Mobile,0.4,1599.39,1,0,2,0,3,0
SESS_00003750,CUST_000801,2023-10-17 15:51:00,50,12,Home,Desktop,0.22,4208.93,0,0,2,0,2,0
SESS_00003751,CUST_000240,2023-04-27 05:24:00,17,2,Product_Page,Tablet,0.7,1431.04,1,0,0,0,2,0
SESS_00003752,CUST_001454,2023-01-03 21:59:00,8,1,Product_Page,Mobile,0.39,673.43,0,1,1,1,0,0
SESS_00003753,CUST_001617,2024-03-02 10:59:00,15,2,Home,Desktop,0.32,1262.68,3,1,3,0,2,0
SESS_00003754,CUST_001940,2023-11-25 18:08:00,10,1,Home,Mobile,0.39,841.79,1,0,0,0,3,0
SESS_00003755,CUST_001033,2023-04-14 01:37:00,11,3,Home,Mobile,0.48,925.96,0,0,2,1,1,0
SESS_00003756,CUST_000155,2024-01-27 07:13:00,120,24,Cart,Desktop,0.24,10101.43,1,0,0,0,2,0
SESS_00003757,CUST_000063,2023-05-10 21:20:00,108,15,Search,Desktop,0.42,9091.28,3,1,0,0,1,0
SESS_00003758,CUST_000086,2023-04-21 20:32:00,60,30,Product_Page,Desktop,0.2,5050.71,0,0,1,0,0,0
SESS_00003759,CUST_001017,2023-03-26 19:19:00,14,7,Search,Mobile,0.36,1178.5,1,0,6,0,1,0
SESS_00003760,CUST_000841,2023-03-13 16:29:00,14,1,Home,Mobile,0.72,1178.5,0,1,1,0,1,0
SESS_00003761,CUST_000562,2023-06-21 03:08:00,38,9,Home,Mobile,0.36,3198.78,3,0,3,1,1,0
SESS_00003762,CUST_001693,2023-03-01 19:28:00,48,6,Product_Page,Tablet,0.47,4040.57,2,0,3,1,0,0
SESS_00003763,CUST_000299,2023-10-02 23:21:00,23,3,Product_Page,Mobile,0.31,1936.11,0,0,1,0,0,1
SESS_00003764,CUST_000786,2023-09-13 19:46:00,20,10,Cart,Tablet,0.88,1683.57,0,1,3,0,0,0
SESS_00003765,CUST_000778,2023-01-21 20:09:00,32,5,Search,Mobile,0.15,2693.71,0,0,4,0,2,1
SESS_00003766,CUST_000871,2023-04-11 23:45:00,20,3,Product_Page,Mobile,0.75,1683.57,1,1,2,0,2,0
SESS_00003767,CUST_001898,2023-08-14 13:49:00,25,3,Cart,Mobile,0.54,2104.46,1,0,0,0,1,0
SESS_00003768,CUST_000803,2024-01-17 03:08:00,75,9,Product_Page,Desktop,0.39,6313.39,1,1,1,1,1,0
SESS_00003769,CUST_000114,2023-07-29 19:53:00,24,6,Search,Mobile,0.68,2020.29,1,1,0,0,2,1
SESS_00003770,CUST_001607,2024-02-01 05:56:00,9,4,Cart,Mobile,0.75,757.61,1,0,3,0,1,0
SESS_00003771,CUST_000073,2023-12-23 19:48:00,23,7,Search,Mobile,0.56,1936.11,2,1,2,0,0,0
SESS_00003772,CUST_000162,2023-07-23 03:21:00,26,3,Product_Page,Mobile,0.76,2188.64,1,0,3,1,1,1
SESS_00003773,CUST_000801,2023-08-30 22:35:00,45,11,Product_Page,Mobile,0.75,3788.03,2,0,1,0,2,0
SESS_00003774,CUST_001257,2023-08-16 03:13:00,19,9,Product_Page,Mobile,0.24,1599.39,2,1,1,0,0,0
SESS_00003775,CUST_000233,2024-02-29 04:38:00,14,2,Product_Page,Tablet,0.23,1178.5,0,0,2,0,1,0
SESS_00003776,CUST_001099,2023-12-17 16:04:00,5,1,Product_Page,Tablet,0.18,420.89,2,0,2,0,1,0
SESS_00003777,CUST_000346,2024-03-11 06:35:00,45,6,Product_Page,Tablet,0.11,3788.03,0,0,2,0,2,0
SESS_00003778,CUST_000665,2023-11-17 05:16:00,30,5,Product_Page,Mobile,0.36,2525.36,1,0,1,0,0,0
SESS_00003779,CUST_000820,2023-06-13 22:53:00,53,13,Home,Desktop,0.8,4461.46,0,0,1,0,0,0
SESS_00003780,CUST_001977,2023-07-01 01:51:00,34,8,Home,Mobile,0.35,2862.07,1,0,3,0,0,0
SESS_00003781,CUST_000662,2023-05-14 17:33:00,23,3,Product_Page,Mobile,0.77,1936.11,3,0,2,0,1,0
SESS_00003782,CUST_001054,2024-03-14 20:49:00,4,1,Product_Page,Mobile,0.69,336.71,0,0,0,0,0,0
SESS_00003783,CUST_001176,2023-01-26 09:15:00,39,4,Product_Page,Mobile,0.52,3282.96,0,1,3,0,1,0
SESS_00003784,CUST_001124,2023-09-01 16:33:00,39,6,Home,Tablet,0.84,3282.96,1,1,3,0,0,0
SESS_00003785,CUST_001185,2023-10-23 09:39:00,42,5,Home,Mobile,0.52,3535.5,0,0,2,0,2,0
SESS_00003786,CUST_001116,2023-06-05 08:54:00,2,1,Search,Mobile,0.35,168.36,2,1,2,0,0,0
SESS_00003787,CUST_000080,2023-03-16 12:37:00,4,1,Search,Mobile,0.63,336.71,2,0,0,0,1,1
SESS_00003788,CUST_001302,2023-07-07 19:19:00,5,1,Product_Page,Mobile,0.5,420.89,1,0,4,0,1,0
SESS_00003789,CUST_001392,2023-11-26 04:06:00,38,6,Home,Mobile,0.49,3198.78,0,0,3,0,0,1
SESS_00003790,CUST_001176,2023-11-13 00:11:00,2,1,Search,Mobile,0.61,168.36,3,0,2,0,0,0
SESS_00003791,CUST_001580,2023-09-12 14:31:00,32,16,Home,Desktop,0.72,2693.71,1,1,1,0,3,0
SESS_00003792,CUST_001092,2023-09-15 02:21:00,37,18,Product_Page,Desktop,0.84,3114.61,1,1,2,0,0,0
SESS_00003793,CUST_000334,2023-10-24 07:13:00,33,6,Home,Desktop,0.17,2777.89,1,0,5,0,0,0
SESS_00003794,CUST_001634,2023-08-27 14:03:00,52,17,Home,Desktop,0.55,4377.28,2,0,2,0,1,0
SESS_00003795,CUST_001156,2023-09-10 18:08:00,53,17,Product_Page,Desktop,0.83,4461.46,0,1,1,0,2,1
SESS_00003796,CUST_001108,2023-06-07 03:45:00,11,1,Product_Page,Mobile,0.83,925.96,1,0,2,0,1,0
SESS_00003797,CUST_001426,2023-08-18 18:40:00,8,1,Search,Mobile,0.81,673.43,2,1,2,0,3,0
SESS_00003798,CUST_000460,2023-03-15 11:14:00,17,5,Home,Mobile,0.13,1431.04,1,0,1,0,0,0
SESS_00003799,CUST_001440,2023-07-03 16:48:00,37,6,Cart,Mobile,0.86,3114.61,0,1,0,0,0,0
SESS_00003800,CUST_001601,2023-05-14 20:49:00,3,1,Product_Page,Mobile,0.88,252.54,0,0,1,0,1,0
SESS_00003801,CUST_001553,2023-02-10 13:11:00,33,8,Search,Mobile,0.21,2777.89,1,0,3,0,3,0
SESS_00003802,CUST_000364,2023-03-12 03:08:00,93,11,Home,Desktop,0.12,7828.61,1,1,2,0,1,0
SESS_00003803,CUST_000230,2023-02-15 23:53:00,22,5,Product_Page,Mobile,0.73,1851.93,1,0,4,0,1,0
SESS_00003804,CUST_001335,2023-05-20 09:41:00,34,4,Search,Mobile,0.53,2862.07,1,0,0,0,1,0
SESS_00003805,CUST_000718,2023-01-08 04:43:00,21,2,Product_Page,Mobile,0.36,1767.75,1,0,1,0,1,0
SESS_00003806,CUST_000835,2023-12-24 02:01:00,48,6,Product_Page,Tablet,0.66,4040.57,2,1,1,0,0,0
SESS_00003807,CUST_000145,2023-07-19 17:05:00,120,60,Search,Desktop,0.35,10101.43,0,1,0,1,0,0
SESS_00003808,CUST_001014,2023-02-22 07:56:00,32,6,Home,Mobile,0.66,2693.71,2,0,1,0,2,0
SESS_00003809,CUST_001390,2023-10-25 23:31:00,16,8,Product_Page,Mobile,0.47,1346.86,1,0,1,0,0,0
SESS_00003810,CUST_001926,2023-11-14 20:40:00,23,11,Cart,Mobile,0.62,1936.11,0,0,1,0,0,0
SESS_00003811,CUST_001445,2023-06-05 20:50:00,27,13,Product_Page,Mobile,0.4,2272.82,1,1,2,0,3,0
SESS_00003812,CUST_000916,2023-04-08 15:11:00,15,3,Product_Page,Desktop,0.7,1262.68,2,1,2,0,0,0
SESS_00003813,CUST_000082,2023-05-05 20:11:00,45,5,Product_Page,Mobile,0.4,3788.03,0,1,1,0,0,0
SESS_00003814,CUST_000612,2023-01-05 09:19:00,10,5,Search,Desktop,0.43,841.79,1,0,2,0,1,1
SESS_00003815,CUST_000325,2023-02-08 14:35:00,23,4,Cart,Mobile,0.12,1936.11,1,0,4,0,0,0
SESS_00003816,CUST_001972,2023-12-29 20:56:00,60,20,Home,Tablet,0.85,5050.71,0,1,3,0,0,1
SESS_00003817,CUST_001844,2023-12-02 09:12:00,27,13,Cart,Mobile,0.15,2272.82,2,1,4,0,0,0
SESS_00003818,CUST_000561,2023-06-22 11:52:00,7,3,Home,Tablet,0.76,589.25,1,0,5,0,3,0
SESS_00003819,CUST_000321,2023-11-04 00:16:00,38,19,Home,Desktop,0.4,3198.78,0,0,2,0,0,0
SESS_00003820,CUST_001869,2023-03-23 16:27:00,36,4,Cart,Mobile,0.48,3030.43,0,1,2,0,0,0
SESS_00003821,CUST_000871,2023-08-08 14:28:00,52,10,Home,Desktop,0.24,4377.28,4,0,2,0,2,1
SESS_00003822,CUST_000602,2023-07-24 19:51:00,112,18,Product_Page,Desktop,0.74,9428.0,0,1,1,0,2,0
SESS_00003823,CUST_001581,2023-12-10 06:24:00,17,5,Home,Mobile,0.14,1431.04,1,0,3,1,0,0
SESS_00003824,CUST_001564,2023-03-19 01:36:00,20,3,Cart,Mobile,0.59,1683.57,2,0,0,0,1,0
SESS_00003825,CUST_001524,2023-02-18 13:32:00,24,8,Product_Page,Mobile,0.35,2020.29,0,0,1,0,2,0
SESS_00003826,CUST_000175,2023-10-26 18:42:00,84,42,Search,Desktop,0.51,7071.0,3,1,0,0,0,0
SESS_00003827,CUST_001409,2023-09-26 15:52:00,4,2,Product_Page,Mobile,0.75,336.71,0,0,3,0,2,0
SESS_00003828,CUST_001549,2023-06-05 12:07:00,34,6,Product_Page,Mobile,0.22,2862.07,0,0,3,0,0,0
SESS_00003829,CUST_001808,2023-01-30 20:45:00,15,3,Product_Page,Tablet,0.8,1262.68,1,0,1,1,1,0
SESS_00003830,CUST_001429,2024-02-25 07:56:00,87,29,Product_Page,Desktop,0.27,7323.53,2,0,4,0,0,0
SESS_00003831,CUST_000546,2024-02-14 12:29:00,39,4,Home,Tablet,0.78,3282.96,0,0,1,0,1,0
SESS_00003832,CUST_000474,2023-02-15 09:44:00,26,6,Cart,Mobile,0.68,2188.64,1,1,1,1,0,0
SESS_00003833,CUST_000323,2023-06-20 00:32:00,35,5,Cart,Mobile,0.57,2946.25,0,0,4,0,0,0
SESS_00003834,CUST_000360,2023-05-02 04:49:00,18,2,Cart,Mobile,0.19,1515.21,1,0,1,0,0,1
SESS_00003835,CUST_000407,2023-11-16 13:53:00,38,7,Search,Mobile,0.61,3198.78,0,0,2,0,1,1
SESS_00003836,CUST_001745,2023-11-17 23:19:00,44,8,Home,Mobile,0.51,3703.86,2,0,3,0,0,0
SESS_00003837,CUST_001389,2024-02-25 15:13:00,11,3,Product_Page,Mobile,0.38,925.96,1,0,5,1,0,0
SESS_00003838,CUST_001008,2023-03-22 08:55:00,83,11,Product_Page,Desktop,0.69,6986.82,0,0,2,0,3,0
SESS_00003839,CUST_001466,2023-03-26 19:10:00,43,21,Home,Mobile,0.63,3619.68,0,1,0,0,1,0
SESS_00003840,CUST_000506,2023-04-29 04:19:00,2,1,Home,Mobile,0.4,168.36,0,0,4,0,1,0
SESS_00003841,CUST_000148,2023-09-22 12:43:00,41,5,Home,Mobile,0.49,3451.32,1,0,3,0,3,0
SESS_00003842,CUST_000592,2023-07-26 00:22:00,27,4,Search,Mobile,0.12,2272.82,1,0,3,0,1,0
SESS_00003843,CUST_001666,2023-03-18 14:16:00,55,27,Product_Page,Desktop,0.47,4629.82,1,0,2,1,0,0
SESS_00003844,CUST_001893,2023-07-07 23:44:00,28,4,Product_Page,Mobile,0.61,2357.0,1,1,2,0,0,0
SESS_00003845,CUST_000735,2023-12-08 16:10:00,26,13,Product_Page,Mobile,0.18,2188.64,1,1,5,0,1,0
SESS_00003846,CUST_001857,2024-03-14 13:47:00,82,41,Product_Page,Desktop,0.59,6902.64,2,0,4,0,0,0
SESS_00003847,CUST_000409,2023-05-22 07:40:00,35,5,Cart,Mobile,0.5,2946.25,2,1,2,0,2,0
SESS_00003848,CUST_001541,2023-02-06 04:48:00,23,3,Product_Page,Mobile,0.25,1936.11,0,0,1,0,0,0
SESS_00003849,CUST_001907,2023-01-25 05:20:00,118,23,Search,Desktop,0.11,9933.07,1,0,0,0,5,0
SESS_00003850,CUST_000347,2023-02-12 19:28:00,19,3,Home,Mobile,0.64,1599.39,1,1,2,0,1,0
