ticket_id,customer_id,issue_type,created_date,resolution_time_hours,status,priority
TKT_000312,CUST_001931,Refund Request,2023-01-15 16:16:00,38.0,Closed,Low
TKT_000313,CUST_001931,Refund Request,2023-08-13 18:28:00,38.0,Resolved,Medium
TKT_000314,CUST_001931,Payment Issue,2023-01-13 09:55:00,49.0,Resolved,Low
TKT_000315,CUST_000234,General Inquiry,2023-12-10 04:29:00,14.0,Resolved,Low
TKT_000316,CUST_000234,General Inquiry,2023-11-13 11:37:00,12.0,Closed,Medium
TKT_000317,CUST_000468,Account Problem,2023-04-29 23:52:00,19.0,Resolved,Low
TKT_000318,CUST_000477,Account Problem,2023-01-28 14:49:00,43.0,Resolved,High
TKT_000319,CUST_001256,Billing Inquiry,2023-04-25 01:12:00,26.0,Closed,Medium
TKT_000320,CUST_001256,General Inquiry,2023-01-11 17:07:00,10.0,Resolved,Low
TKT_000321,CUST_000031,Account Problem,2023-01-16 02:33:00,18.0,Closed,Medium
TKT_000322,CUST_000031,Account Problem,2023-10-12 12:45:00,27.0,Resolved,Low
TKT_000323,CUST_000016,Website Error,2023-03-15 06:59:00,133.0,Closed,High
TKT_000324,CUST_000016,General Inquiry,2023-01-14 11:13:00,23.0,Resolved,Low
TKT_000325,CUST_000982,General Inquiry,2023-12-22 18:26:00,7.0,Resolved,Low
TKT_000326,CUST_000616,Refund Request,2023-06-03 16:39:00,,In Progress,Medium
TKT_000327,CUST_000892,Product Information,2023-06-15 09:51:00,7.0,Resolved,Medium
TKT_000328,CUST_000892,Refund Request,2023-11-12 09:33:00,,Open,Medium
TKT_000329,CUST_001060,Return Request,2023-02-27 04:26:00,96.0,Resolved,Low
TKT_000330,CUST_001060,Refund Request,2023-03-22 13:59:00,61.0,Resolved,Medium
TKT_000331,CUST_000825,Product Defect,2023-05-17 06:30:00,,In Progress,Medium
TKT_000332,CUST_001170,Product Information,2023-12-06 09:01:00,7.0,Closed,Low
TKT_000333,CUST_000216,Order Cancellation,2024-03-09 17:45:00,126.0,Resolved,Medium
TKT_000334,CUST_000216,Product Information,2023-05-05 21:05:00,20.0,Resolved,Low
TKT_000335,CUST_000216,Product Defect,2023-03-24 18:00:00,106.0,Resolved,Low
TKT_000336,CUST_000251,Delivery Delay,2024-02-03 08:18:00,4.0,Resolved,Low
TKT_000337,CUST_000113,Product Defect,2024-01-13 09:00:00,108.0,Resolved,Low
TKT_000338,CUST_000113,Website Error,2023-03-13 22:46:00,39.0,Closed,Low
TKT_000339,CUST_001807,Billing Inquiry,2023-04-20 01:53:00,,Open,High
TKT_000340,CUST_001807,Billing Inquiry,2023-01-26 23:25:00,,Open,Medium
TKT_000341,CUST_001807,Account Problem,2023-05-16 12:52:00,16.0,Resolved,Medium
TKT_000342,CUST_000679,Product Defect,2023-09-12 07:50:00,75.0,Resolved,Low
TKT_000343,CUST_000679,Technical Support,2023-06-25 17:02:00,,In Progress,Low
TKT_000344,CUST_001770,General Inquiry,2023-11-09 09:45:00,12.0,Closed,Low
TKT_000345,CUST_000009,Order Cancellation,2024-01-30 22:56:00,144.0,Closed,Low
TKT_000346,CUST_001908,General Inquiry,2023-11-22 05:55:00,14.0,Resolved,Medium
TKT_000347,CUST_001320,General Inquiry,2023-09-28 02:04:00,5.0,Closed,Medium
TKT_000348,CUST_001099,Account Problem,2023-01-14 09:04:00,47.0,Resolved,Medium
TKT_000349,CUST_000440,Account Problem,2023-12-25 02:28:00,11.0,Resolved,Medium
TKT_000350,CUST_001920,Billing Inquiry,2023-07-31 08:49:00,,Open,Medium
TKT_000351,CUST_000750,General Inquiry,2023-08-11 06:22:00,4.0,Resolved,Low
TKT_000352,CUST_000750,General Inquiry,2023-02-12 09:46:00,2.0,Resolved,Low
TKT_000353,CUST_001026,Product Information,2023-02-18 19:03:00,,In Progress,Low
TKT_000354,CUST_001416,Product Information,2024-03-02 09:56:00,13.0,Resolved,Medium
TKT_000355,CUST_000977,Return Request,2023-04-20 19:57:00,,In Progress,Low
TKT_000356,CUST_001013,Product Information,2023-02-02 06:41:00,20.0,Resolved,Medium
TKT_000357,CUST_000788,Refund Request,2023-06-11 11:59:00,,Open,Low
TKT_000358,CUST_000811,Billing Inquiry,2023-02-10 21:29:00,42.0,Closed,Medium
TKT_000359,CUST_000811,Website Error,2023-05-02 13:21:00,80.0,Resolved,Low
TKT_000360,CUST_000397,Refund Request,2023-03-12 07:09:00,82.0,Resolved,Medium
TKT_000361,CUST_001820,Product Defect,2023-04-10 14:38:00,,In Progress,Low
TKT_000362,CUST_001815,Website Error,2023-09-29 00:11:00,35.0,Resolved,Medium
TKT_000363,CUST_000894,Billing Inquiry,2023-11-19 04:46:00,23.0,Resolved,Low
TKT_000364,CUST_000152,Payment Issue,2023-08-08 12:23:00,25.0,Resolved,Low
TKT_000365,CUST_000152,Product Information,2024-02-16 12:18:00,5.0,Resolved,Low
TKT_000366,CUST_001346,Payment Issue,2023-05-08 21:07:00,22.0,Resolved,Low
TKT_000367,CUST_001247,Billing Inquiry,2023-05-11 06:00:00,,In Progress,Low
TKT_000368,CUST_001131,Billing Inquiry,2023-05-15 18:44:00,52.0,Resolved,Medium
TKT_000369,CUST_001409,Billing Inquiry,2023-09-17 10:27:00,42.0,Resolved,Medium
TKT_000370,CUST_000896,General Inquiry,2023-11-19 09:42:00,,In Progress,Low
TKT_000371,CUST_001818,Payment Issue,2023-02-13 22:12:00,,In Progress,Medium
TKT_000372,CUST_000516,Delivery Delay,2024-02-23 05:46:00,,Open,Medium
TKT_000373,CUST_000105,Delivery Delay,2024-02-28 15:04:00,19.0,Resolved,Medium
TKT_000374,CUST_000763,Website Error,2024-01-28 08:09:00,121.0,Resolved,Low
TKT_000375,CUST_001745,Payment Issue,2023-07-03 17:37:00,40.0,Resolved,Medium
TKT_000376,CUST_001745,Product Information,2024-02-03 16:55:00,24.0,Resolved,Low
TKT_000377,CUST_001992,Delivery Delay,2023-03-01 11:38:00,15.0,Resolved,High
TKT_000378,CUST_000864,Payment Issue,2024-01-04 02:37:00,23.0,Resolved,Medium
TKT_000379,CUST_000864,Account Problem,2024-01-22 05:04:00,25.0,Closed,Low
TKT_000380,CUST_000906,Account Problem,2023-07-23 09:33:00,,In Progress,Medium
TKT_000381,CUST_000069,Order Cancellation,2023-12-21 14:44:00,90.0,Resolved,Medium
TKT_000382,CUST_000069,Return Request,2023-02-04 14:55:00,44.0,Resolved,Medium
TKT_000383,CUST_001418,Delivery Delay,2023-05-19 03:53:00,18.0,Resolved,Medium
TKT_000384,CUST_000522,Refund Request,2023-11-17 16:41:00,161.0,Resolved,Medium
TKT_000385,CUST_000170,Product Defect,2023-04-24 09:25:00,,In Progress,Low
TKT_000386,CUST_000656,Website Error,2023-10-11 16:19:00,70.0,Resolved,Medium
TKT_000387,CUST_000235,Billing Inquiry,2023-05-09 07:18:00,44.0,Closed,Low
TKT_000388,CUST_000021,Return Request,2024-02-12 04:19:00,126.0,Resolved,Medium
TKT_000389,CUST_000817,Refund Request,2023-09-19 00:05:00,38.0,Resolved,Low
TKT_000390,CUST_000183,Refund Request,2023-10-10 06:34:00,,In Progress,Low
TKT_000391,CUST_000363,Delivery Delay,2023-10-24 15:48:00,,In Progress,Low
TKT_000392,CUST_001766,Delivery Delay,2023-01-20 08:44:00,19.0,Resolved,Low
TKT_000393,CUST_001584,Product Defect,2023-06-20 06:11:00,145.0,Resolved,Low
TKT_000394,CUST_001584,Product Defect,2023-07-01 14:22:00,97.0,Resolved,Medium
TKT_000395,CUST_001674,Technical Support,2024-02-25 21:25:00,118.0,Closed,Low
TKT_000396,CUST_001674,Refund Request,2023-05-22 12:00:00,127.0,Resolved,Medium
TKT_000397,CUST_001338,Payment Issue,2023-11-30 23:34:00,29.0,Resolved,Low
TKT_000398,CUST_001407,Account Problem,2023-02-23 20:56:00,50.0,Resolved,Low
TKT_000399,CUST_000294,Product Defect,2023-08-17 13:07:00,37.0,Closed,Low
