transaction_id,customer_id,product_id,transaction_date,amount_spent,payment_method,product_category,quantity
TXN_00002150,CUST_000400,PROD_0082,2023-07-29 18:20:00,9294,UPI,Fashion,1
TXN_00002151,CUST_001705,PROD_0102,2023-02-20 01:00:00,1720,UPI,Fashion,1
TXN_00002152,CUST_000407,PROD_0125,2023-01-09 14:53:00,15779,UPI,Home & Living,1
TXN_00002153,CUST_001540,PROD_0055,2023-04-04 00:23:00,19483,Debit Card,Home & Living,1
TXN_00002154,CUST_001674,PROD_0185,2023-06-18 23:37:00,27020,Debit Card,Home & Living,1
TXN_00002155,CUST_000777,PROD_0300,2023-02-08 10:01:00,134085,UPI,Electronics,1
TXN_00002156,CUST_001850,PROD_0196,2023-08-12 13:57:00,26736,Credit Card,Fashion,2
TXN_00002157,CUST_001369,PROD_0283,2023-05-18 02:04:00,138585,UPI,Electronics,1
TXN_00002158,CUST_000027,PROD_0055,2023-07-21 11:19:00,22497,UPI,Home & Living,1
TXN_00002159,CUST_001777,PROD_0114,2023-02-16 22:53:00,37587,Credit Card,Electronics,1
TXN_00002160,CUST_001827,PROD_0057,2023-04-26 09:00:00,48051,COD,Home & Living,1
TXN_00002161,CUST_001655,PROD_0228,2023-06-15 03:25:00,22216,UPI,Electronics,3
TXN_00002162,CUST_001258,PROD_0046,2023-10-30 08:49:00,38158,Credit Card,Home & Living,1
TXN_00002163,CUST_001267,PROD_0217,2023-09-25 19:00:00,96619,UPI,Electronics,1
TXN_00002164,CUST_000753,PROD_0017,2024-01-25 06:27:00,34055,Credit Card,Electronics,1
TXN_00002165,CUST_000860,PROD_0242,2023-05-31 17:09:00,106887,Credit Card,Electronics,1
TXN_00002166,CUST_000774,PROD_0068,2023-10-18 18:39:00,52506,Credit Card,Electronics,1
TXN_00002167,CUST_000830,PROD_0020,2023-11-07 14:50:00,10062,UPI,Electronics,1
TXN_00002168,CUST_000032,PROD_0154,2023-10-04 13:35:00,16971,UPI,Home & Living,1
TXN_00002169,CUST_001138,PROD_0078,2023-11-22 18:07:00,16284,Net Banking,Electronics,1
TXN_00002170,CUST_000968,PROD_0277,2023-12-16 21:41:00,11199,Net Banking,Fashion,1
TXN_00002171,CUST_000994,PROD_0146,2023-02-07 11:01:00,66790,UPI,Home & Living,2
TXN_00002172,CUST_000760,PROD_0237,2023-08-08 05:23:00,290986,Net Banking,Electronics,3
TXN_00002173,CUST_000929,PROD_0083,2023-10-19 14:57:00,70019,UPI,Electronics,1
TXN_00002174,CUST_000773,PROD_0242,2023-11-01 07:08:00,270892,UPI,Electronics,3
TXN_00002175,CUST_000046,PROD_0062,2023-03-09 13:56:00,48023,Credit Card,Electronics,1
TXN_00002176,CUST_001437,PROD_0300,2023-07-03 14:54:00,147468,UPI,Electronics,1
TXN_00002177,CUST_001974,PROD_0286,2023-10-23 17:53:00,5466,UPI,Fashion,2
TXN_00002178,CUST_001788,PROD_0035,2023-01-08 09:05:00,11117,Credit Card,Fashion,1
TXN_00002179,CUST_001134,PROD_0046,2024-01-25 18:23:00,115631,COD,Home & Living,3
TXN_00002180,CUST_001914,PROD_0292,2023-02-07 14:23:00,56635,Debit Card,Electronics,2
TXN_00002181,CUST_000688,PROD_0205,2023-03-02 14:31:00,300084,Wallet,Electronics,2
TXN_00002182,CUST_000936,PROD_0274,2023-02-16 21:47:00,69501,Debit Card,Electronics,1
TXN_00002183,CUST_000283,PROD_0032,2023-07-17 19:11:00,3567,UPI,Fashion,2
TXN_00002184,CUST_001606,PROD_0046,2023-10-05 21:51:00,30390,Wallet,Home & Living,1
TXN_00002185,CUST_001710,PROD_0163,2023-03-16 08:05:00,224025,COD,Electronics,2
TXN_00002186,CUST_001247,PROD_0287,2023-07-26 04:27:00,112846,Debit Card,Electronics,1
TXN_00002187,CUST_000546,PROD_0040,2023-03-14 19:30:00,10534,Debit Card,Fashion,1
TXN_00002188,CUST_000685,PROD_0210,2023-02-08 14:03:00,10098,COD,Fashion,1
TXN_00002189,CUST_001662,PROD_0071,2023-05-16 23:46:00,9027,Net Banking,Fashion,1
TXN_00002190,CUST_000751,PROD_0013,2023-03-09 03:52:00,28387,Debit Card,Electronics,1
TXN_00002191,CUST_001134,PROD_0052,2023-05-31 11:31:00,57861,Debit Card,Home & Living,2
TXN_00002192,CUST_001707,PROD_0201,2023-06-13 13:49:00,6455,UPI,Fashion,1
TXN_00002193,CUST_001036,PROD_0290,2024-03-08 18:09:00,205840,Debit Card,Electronics,2
TXN_00002194,CUST_000259,PROD_0250,2023-07-07 15:53:00,13625,Debit Card,Fashion,1
TXN_00002195,CUST_000001,PROD_0151,2023-01-10 23:03:00,67722,Wallet,Electronics,1
TXN_00002196,CUST_000130,PROD_0027,2023-04-23 22:57:00,16383,UPI,Fashion,3
TXN_00002197,CUST_000701,PROD_0042,2023-01-28 14:10:00,9954,UPI,Home & Living,1
TXN_00002198,CUST_000433,PROD_0062,2023-05-23 15:11:00,93097,Credit Card,Electronics,2
TXN_00002199,CUST_001031,PROD_0030,2023-10-14 19:20:00,10498,UPI,Fashion,1
TXN_00002200,CUST_001818,PROD_0167,2024-02-08 08:00:00,114911,Credit Card,Electronics,1
TXN_00002201,CUST_000120,PROD_0042,2023-09-24 20:58:00,17938,UPI,Home & Living,2
TXN_00002202,CUST_001673,PROD_0221,2023-03-24 22:16:00,82342,Credit Card,Electronics,1
TXN_00002203,CUST_001469,PROD_0220,2023-02-16 04:26:00,70325,Wallet,Electronics,1
TXN_00002204,CUST_000149,PROD_0215,2023-10-05 11:00:00,32094,UPI,Electronics,1
TXN_00002205,CUST_000987,PROD_0257,2024-02-07 11:35:00,30509,Debit Card,Electronics,2
TXN_00002206,CUST_001314,PROD_0259,2023-01-31 02:07:00,252585,UPI,Electronics,2
TXN_00002207,CUST_001177,PROD_0021,2023-01-01 19:11:00,202246,UPI,Electronics,2
TXN_00002208,CUST_001729,PROD_0222,2024-02-18 03:52:00,142502,Wallet,Electronics,1
TXN_00002209,CUST_001346,PROD_0275,2023-04-06 13:05:00,1625,UPI,Fashion,1
TXN_00002210,CUST_001531,PROD_0254,2024-01-16 11:14:00,6003,UPI,Fashion,1
TXN_00002211,CUST_001940,PROD_0089,2024-02-11 14:03:00,6444,Net Banking,Fashion,1
TXN_00002212,CUST_001682,PROD_0265,2023-04-13 01:02:00,47043,COD,Home & Living,1
TXN_00002213,CUST_000947,PROD_0243,2023-08-09 18:20:00,9213,UPI,Electronics,1
TXN_00002214,CUST_001394,PROD_0223,2023-09-05 08:57:00,10977,Credit Card,Electronics,1
TXN_00002215,CUST_001435,PROD_0230,2023-12-01 02:56:00,418699,Debit Card,Electronics,3
TXN_00002216,CUST_001033,PROD_0193,2023-06-09 17:45:00,47973,Net Banking,Home & Living,2
TXN_00002217,CUST_000671,PROD_0150,2023-04-27 20:09:00,230509,Net Banking,Electronics,2
TXN_00002218,CUST_001634,PROD_0137,2023-08-28 13:37:00,5273,Debit Card,Fashion,1
TXN_00002219,CUST_001138,PROD_0098,2023-07-31 11:08:00,62282,Debit Card,Electronics,1
TXN_00002220,CUST_001219,PROD_0168,2023-08-30 03:26:00,278026,Net Banking,Electronics,2
TXN_00002221,CUST_001713,PROD_0021,2023-11-16 23:32:00,112509,Wallet,Electronics,1
TXN_00002222,CUST_001896,PROD_0056,2023-08-31 06:51:00,21964,UPI,Home & Living,1
TXN_00002223,CUST_000637,PROD_0017,2023-02-12 06:57:00,34413,UPI,Electronics,1
TXN_00002224,CUST_001579,PROD_0010,2023-02-06 01:16:00,114665,Net Banking,Electronics,1
TXN_00002225,CUST_000681,PROD_0127,2023-06-30 17:42:00,260034,Credit Card,Electronics,3
TXN_00002226,CUST_001251,PROD_0220,2023-12-17 05:04:00,69269,Credit Card,Electronics,1
TXN_00002227,CUST_000960,PROD_0077,2023-04-20 23:23:00,153830,COD,Electronics,1
TXN_00002228,CUST_000897,PROD_0004,2024-01-27 07:21:00,273852,UPI,Electronics,3
TXN_00002229,CUST_001785,PROD_0118,2023-08-04 16:03:00,15167,Net Banking,Fashion,1
TXN_00002230,CUST_000831,PROD_0235,2023-10-07 13:02:00,27287,Debit Card,Electronics,1
TXN_00002231,CUST_001527,PROD_0113,2023-04-10 18:35:00,55840,COD,Electronics,1
TXN_00002232,CUST_000449,PROD_0146,2023-05-09 09:59:00,70636,Debit Card,Home & Living,2
TXN_00002233,CUST_001110,PROD_0295,2023-10-08 09:11:00,75003,Debit Card,Electronics,1
TXN_00002234,CUST_000652,PROD_0162,2023-07-15 20:54:00,128066,Credit Card,Electronics,1
TXN_00002235,CUST_000611,PROD_0202,2023-03-12 17:03:00,26115,UPI,Electronics,1
TXN_00002236,CUST_000678,PROD_0089,2023-08-17 14:59:00,11183,UPI,Fashion,2
TXN_00002237,CUST_000567,PROD_0229,2023-07-21 11:28:00,8339,UPI,Electronics,1
TXN_00002238,CUST_001270,PROD_0072,2023-02-10 11:25:00,76183,Debit Card,Electronics,1
TXN_00002239,CUST_000327,PROD_0221,2023-04-04 23:52:00,74705,Debit Card,Electronics,1
TXN_00002240,CUST_000020,PROD_0134,2023-10-04 10:57:00,120608,Net Banking,Electronics,1
TXN_00002241,CUST_001569,PROD_0065,2023-01-22 15:40:00,5061,Credit Card,Fashion,1
TXN_00002242,CUST_001434,PROD_0103,2023-01-15 21:38:00,24908,Credit Card,Electronics,1
TXN_00002243,CUST_000209,PROD_0268,2023-02-21 02:06:00,198152,UPI,Electronics,2
TXN_00002244,CUST_000948,PROD_0117,2023-07-18 03:38:00,73106,UPI,Home & Living,2
TXN_00002245,CUST_001407,PROD_0222,2023-06-18 09:45:00,123281,UPI,Electronics,1
TXN_00002246,CUST_001931,PROD_0186,2023-07-19 01:43:00,7472,UPI,Home & Living,1
TXN_00002247,CUST_001440,PROD_0179,2023-11-21 00:25:00,16766,COD,Electronics,1
TXN_00002248,CUST_001469,PROD_0136,2023-04-30 10:52:00,305255,UPI,Electronics,2
TXN_00002249,CUST_001884,PROD_0171,2023-12-24 02:43:00,50969,COD,Electronics,1
TXN_00002250,CUST_000363,PROD_0169,2023-02-12 21:08:00,67145,Debit Card,Electronics,1
TXN_00002251,CUST_000374,PROD_0093,2023-06-10 18:22:00,108108,UPI,Home & Living,3
TXN_00002252,CUST_001786,PROD_0245,2023-01-06 05:55:00,287039,UPI,Electronics,2
TXN_00002253,CUST_000856,PROD_0010,2023-12-25 01:05:00,115766,Debit Card,Electronics,1
TXN_00002254,CUST_000655,PROD_0175,2023-04-20 23:59:00,174679,Credit Card,Electronics,2
TXN_00002255,CUST_000375,PROD_0104,2023-06-27 20:43:00,8858,Credit Card,Fashion,1
TXN_00002256,CUST_001406,PROD_0124,2023-08-14 20:56:00,6861,UPI,Fashion,1
TXN_00002257,CUST_001265,PROD_0053,2023-08-13 09:02:00,9136,Wallet,Home & Living,1
TXN_00002258,CUST_001958,PROD_0297,2023-02-21 14:45:00,246338,COD,Electronics,3
TXN_00002259,CUST_000392,PROD_0111,2023-08-26 19:35:00,131851,COD,Electronics,1
TXN_00002260,CUST_000102,PROD_0093,2023-12-29 23:37:00,41467,COD,Home & Living,1
TXN_00002261,CUST_001381,PROD_0263,2023-01-15 07:42:00,32678,UPI,Electronics,1
TXN_00002262,CUST_001539,PROD_0178,2023-01-25 00:25:00,114401,UPI,Electronics,1
TXN_00002263,CUST_000590,PROD_0157,2023-11-15 06:19:00,15847,Credit Card,Fashion,1
TXN_00002264,CUST_001583,PROD_0207,2023-04-15 22:57:00,9489,Credit Card,Fashion,1
TXN_00002265,CUST_001186,PROD_0169,2023-05-23 11:08:00,51729,Debit Card,Electronics,1
TXN_00002266,CUST_001921,PROD_0185,2023-04-20 13:02:00,21214,Debit Card,Home & Living,1
TXN_00002267,CUST_001038,PROD_0227,2024-01-25 09:04:00,2972,UPI,Fashion,1
TXN_00002268,CUST_000148,PROD_0184,2023-11-17 19:58:00,2045,UPI,Fashion,1
TXN_00002269,CUST_000193,PROD_0031,2023-12-01 10:56:00,9191,Debit Card,Fashion,1
TXN_00002270,CUST_001261,PROD_0161,2023-03-31 17:22:00,223772,Credit Card,Electronics,2
TXN_00002271,CUST_000709,PROD_0273,2023-05-05 11:43:00,141796,Debit Card,Electronics,1
TXN_00002272,CUST_001162,PROD_0090,2023-01-24 11:24:00,90228,Debit Card,Electronics,1
TXN_00002273,CUST_000145,PROD_0117,2023-07-28 15:36:00,29007,Credit Card,Home & Living,1
TXN_00002274,CUST_001927,PROD_0133,2023-11-26 00:25:00,35529,Net Banking,Electronics,1
TXN_00002275,CUST_001170,PROD_0144,2024-02-27 17:03:00,13264,UPI,Electronics,1
TXN_00002276,CUST_000151,PROD_0247,2024-01-03 14:30:00,290585,UPI,Electronics,2
TXN_00002277,CUST_000539,PROD_0090,2023-12-23 07:30:00,81802,Debit Card,Electronics,1
TXN_00002278,CUST_001026,PROD_0094,2023-12-15 04:45:00,80259,UPI,Electronics,2
TXN_00002279,CUST_001823,PROD_0270,2023-12-06 06:36:00,42156,Credit Card,Electronics,1
TXN_00002280,CUST_001738,PROD_0085,2023-10-25 22:23:00,119719,Net Banking,Electronics,1
TXN_00002281,CUST_001766,PROD_0126,2023-01-02 12:31:00,9129,Net Banking,Fashion,1
TXN_00002282,CUST_000939,PROD_0207,2024-03-10 05:21:00,8570,COD,Fashion,1
TXN_00002283,CUST_000672,PROD_0293,2023-03-24 20:22:00,13677,Debit Card,Home & Living,2
TXN_00002284,CUST_001697,PROD_0086,2023-09-10 06:24:00,108249,UPI,Electronics,1
TXN_00002285,CUST_000642,PROD_0179,2023-07-20 05:18:00,17201,UPI,Electronics,1
TXN_00002286,CUST_000217,PROD_0276,2023-05-11 05:37:00,14016,UPI,Fashion,1
TXN_00002287,CUST_000126,PROD_0183,2023-12-05 18:44:00,5323,COD,Fashion,1
TXN_00002288,CUST_001596,PROD_0165,2024-02-09 07:19:00,79635,UPI,Home & Living,3
TXN_00002289,CUST_000678,PROD_0259,2023-02-05 00:47:00,131943,UPI,Electronics,1
TXN_00002290,CUST_001613,PROD_0234,2023-01-21 20:57:00,27488,Debit Card,Electronics,1
TXN_00002291,CUST_001828,PROD_0289,2023-12-13 01:22:00,52996,Credit Card,Electronics,1
TXN_00002292,CUST_000501,PROD_0114,2024-01-27 17:35:00,36545,UPI,Electronics,1
TXN_00002293,CUST_001871,PROD_0276,2023-05-10 07:00:00,41468,COD,Fashion,3
TXN_00002294,CUST_000311,PROD_0075,2023-03-01 02:24:00,155495,UPI,Electronics,1
TXN_00002295,CUST_000805,PROD_0029,2024-02-11 04:39:00,2931,Debit Card,Fashion,1
TXN_00002296,CUST_001900,PROD_0067,2023-12-14 10:59:00,166356,Debit Card,Electronics,2
TXN_00002297,CUST_001868,PROD_0111,2024-01-22 18:35:00,117941,Net Banking,Electronics,1
TXN_00002298,CUST_001618,PROD_0126,2023-08-19 10:54:00,11388,UPI,Fashion,1
TXN_00002299,CUST_001159,PROD_0193,2023-02-14 05:37:00,52010,UPI,Home & Living,2
TXN_00002300,CUST_001510,PROD_0230,2023-08-05 09:10:00,130560,Net Banking,Electronics,1
TXN_00002301,CUST_000810,PROD_0093,2024-03-07 07:26:00,31725,Debit Card,Home & Living,1
TXN_00002302,CUST_001375,PROD_0280,2023-04-02 00:56:00,67283,UPI,Electronics,1
TXN_00002303,CUST_001422,PROD_0279,2023-07-09 11:33:00,18560,COD,Electronics,1
TXN_00002304,CUST_000383,PROD_0273,2023-08-25 14:56:00,114874,UPI,Electronics,1
TXN_00002305,CUST_000051,PROD_0144,2023-03-06 00:58:00,14347,UPI,Electronics,1
TXN_00002306,CUST_000912,PROD_0228,2024-02-15 11:53:00,6654,Wallet,Electronics,1
TXN_00002307,CUST_000332,PROD_0088,2024-01-20 17:00:00,108781,Credit Card,Electronics,1
TXN_00002308,CUST_000371,PROD_0205,2023-12-25 05:06:00,135618,Debit Card,Electronics,1
TXN_00002309,CUST_001326,PROD_0147,2024-01-07 21:10:00,38116,Debit Card,Electronics,1
TXN_00002310,CUST_000139,PROD_0235,2023-09-26 03:33:00,23525,Debit Card,Electronics,1
TXN_00002311,CUST_001174,PROD_0118,2024-01-06 00:43:00,15132,COD,Fashion,1
TXN_00002312,CUST_000750,PROD_0076,2023-08-11 03:49:00,6598,Debit Card,Home & Living,1
TXN_00002313,CUST_000230,PROD_0006,2023-04-19 17:23:00,109471,Credit Card,Electronics,1
TXN_00002314,CUST_000681,PROD_0078,2023-02-11 23:37:00,16430,UPI,Electronics,1
TXN_00002315,CUST_001804,PROD_0230,2024-01-19 14:44:00,119868,Debit Card,Electronics,1
TXN_00002316,CUST_001993,PROD_0073,2023-12-27 22:06:00,14412,UPI,Fashion,1
TXN_00002317,CUST_000782,PROD_0099,2023-01-23 22:03:00,22398,Net Banking,Electronics,2
TXN_00002318,CUST_001537,PROD_0223,2023-06-23 07:30:00,14745,Debit Card,Electronics,1
TXN_00002319,CUST_001096,PROD_0006,2023-12-25 19:54:00,236166,COD,Electronics,2
TXN_00002320,CUST_000443,PROD_0242,2023-07-12 19:09:00,183363,Debit Card,Electronics,2
TXN_00002321,CUST_001042,PROD_0015,2023-09-03 05:51:00,125467,Net Banking,Electronics,1
TXN_00002322,CUST_001043,PROD_0211,2023-06-09 01:42:00,90343,UPI,Electronics,2
TXN_00002323,CUST_000197,PROD_0291,2023-03-12 05:46:00,98226,Net Banking,Electronics,1
TXN_00002324,CUST_001545,PROD_0014,2023-01-01 01:11:00,182425,Debit Card,Electronics,2
TXN_00002325,CUST_001129,PROD_0085,2023-05-31 17:08:00,116835,COD,Electronics,1
TXN_00002326,CUST_001281,PROD_0197,2023-04-28 04:42:00,62663,Debit Card,Electronics,1
TXN_00002327,CUST_001937,PROD_0296,2023-05-10 02:17:00,129267,Debit Card,Electronics,1
TXN_00002328,CUST_000571,PROD_0231,2023-05-23 20:13:00,65735,Credit Card,Electronics,1
TXN_00002329,CUST_001498,PROD_0099,2024-01-19 16:47:00,9796,COD,Electronics,1
TXN_00002330,CUST_000225,PROD_0178,2023-07-04 18:38:00,271689,UPI,Electronics,3
TXN_00002331,CUST_001456,PROD_0238,2023-01-06 21:08:00,16376,Credit Card,Electronics,1
TXN_00002332,CUST_001507,PROD_0191,2023-01-07 04:02:00,54126,Credit Card,Electronics,1
TXN_00002333,CUST_001299,PROD_0251,2023-01-26 08:59:00,80423,Debit Card,Electronics,1
TXN_00002334,CUST_001464,PROD_0015,2023-04-23 04:08:00,118334,UPI,Electronics,1
TXN_00002335,CUST_001469,PROD_0121,2023-07-03 04:44:00,120537,UPI,Electronics,1
TXN_00002336,CUST_001794,PROD_0148,2023-07-10 22:12:00,6707,Credit Card,Fashion,3
TXN_00002337,CUST_000085,PROD_0097,2024-01-24 04:32:00,223380,UPI,Electronics,2
TXN_00002338,CUST_000192,PROD_0112,2023-01-25 13:16:00,104375,Net Banking,Electronics,1
TXN_00002339,CUST_000811,PROD_0275,2023-12-16 01:22:00,1687,UPI,Fashion,1
TXN_00002340,CUST_001465,PROD_0136,2023-04-29 14:29:00,160230,UPI,Electronics,1
TXN_00002341,CUST_000942,PROD_0119,2023-10-27 03:39:00,141393,UPI,Electronics,2
TXN_00002342,CUST_001101,PROD_0248,2024-01-29 02:43:00,10148,Net Banking,Fashion,1
TXN_00002343,CUST_000047,PROD_0045,2023-11-03 02:26:00,35416,UPI,Home & Living,1
TXN_00002344,CUST_001399,PROD_0186,2023-12-18 23:04:00,8470,Credit Card,Home & Living,1
TXN_00002345,CUST_000962,PROD_0249,2023-11-08 01:55:00,240864,Debit Card,Electronics,2
TXN_00002346,CUST_001936,PROD_0063,2024-01-19 16:13:00,6025,UPI,Home & Living,1
TXN_00002347,CUST_000245,PROD_0277,2023-01-15 08:15:00,12581,Debit Card,Fashion,1
TXN_00002348,CUST_001725,PROD_0078,2023-10-05 08:04:00,55340,UPI,Electronics,3
TXN_00002349,CUST_001270,PROD_0151,2023-03-25 04:36:00,123090,Net Banking,Electronics,2
TXN_00002350,CUST_000167,PROD_0173,2023-04-14 03:26:00,114763,Net Banking,Electronics,1
TXN_00002351,CUST_000998,PROD_0244,2023-01-29 11:25:00,18869,UPI,Fashion,2
TXN_00002352,CUST_001142,PROD_0216,2024-03-06 13:53:00,131109,UPI,Electronics,1
TXN_00002353,CUST_001986,PROD_0061,2023-08-24 01:24:00,151973,UPI,Electronics,1
TXN_00002354,CUST_000479,PROD_0215,2023-03-20 02:36:00,35190,UPI,Electronics,1
TXN_00002355,CUST_001049,PROD_0280,2023-07-05 11:03:00,134569,Credit Card,Electronics,2
TXN_00002356,CUST_000621,PROD_0282,2024-02-03 08:19:00,193084,UPI,Electronics,2
TXN_00002357,CUST_001344,PROD_0167,2023-08-09 12:12:00,278304,UPI,Electronics,3
TXN_00002358,CUST_001403,PROD_0219,2024-01-30 06:45:00,46002,UPI,Electronics,1
TXN_00002359,CUST_000461,PROD_0192,2023-06-26 00:19:00,12966,COD,Home & Living,1
TXN_00002360,CUST_001326,PROD_0291,2023-03-27 14:12:00,88197,Net Banking,Electronics,1
TXN_00002361,CUST_000266,PROD_0155,2023-07-17 04:27:00,14975,UPI,Electronics,1
TXN_00002362,CUST_001807,PROD_0012,2023-02-15 09:09:00,42855,Debit Card,Electronics,1
TXN_00002363,CUST_000524,PROD_0284,2023-07-30 21:08:00,19611,Net Banking,Home & Living,1
TXN_00002364,CUST_001884,PROD_0214,2023-06-25 20:35:00,167467,Net Banking,Electronics,2
TXN_00002365,CUST_001425,PROD_0108,2023-12-11 04:06:00,11147,Net Banking,Home & Living,1
TXN_00002366,CUST_001391,PROD_0269,2023-09-20 20:56:00,113841,UPI,Electronics,1
TXN_00002367,CUST_001956,PROD_0120,2024-01-12 15:38:00,482,COD,Fashion,1
TXN_00002368,CUST_001947,PROD_0275,2023-02-20 23:39:00,1960,Credit Card,Fashion,1
TXN_00002369,CUST_001906,PROD_0023,2023-11-24 07:46:00,9825,Net Banking,Fashion,1
TXN_00002370,CUST_000638,PROD_0186,2023-12-31 02:42:00,8525,UPI,Home & Living,1
TXN_00002371,CUST_001231,PROD_0051,2023-07-14 08:14:00,71613,Debit Card,Home & Living,3
TXN_00002372,CUST_000412,PROD_0012,2024-02-17 07:56:00,118949,UPI,Electronics,3
TXN_00002373,CUST_000275,PROD_0248,2023-05-25 14:11:00,11794,UPI,Fashion,1
TXN_00002374,CUST_001821,PROD_0014,2023-01-30 11:34:00,88150,Credit Card,Electronics,1
TXN_00002375,CUST_000484,PROD_0115,2023-05-14 06:52:00,45071,UPI,Home & Living,1
TXN_00002376,CUST_000072,PROD_0215,2023-05-04 02:05:00,36271,Debit Card,Electronics,1
TXN_00002377,CUST_001447,PROD_0240,2024-03-10 21:33:00,29098,UPI,Home & Living,3
TXN_00002378,CUST_001023,PROD_0156,2023-07-11 23:17:00,43926,Net Banking,Electronics,1
TXN_00002379,CUST_000758,PROD_0004,2024-02-03 23:24:00,109235,Credit Card,Electronics,1
TXN_00002380,CUST_001877,PROD_0026,2023-12-12 08:31:00,1175,Debit Card,Fashion,1
TXN_00002381,CUST_000678,PROD_0075,2023-07-25 18:45:00,151719,Credit Card,Electronics,1
TXN_00002382,CUST_001833,PROD_0193,2023-05-18 23:49:00,25018,Wallet,Home & Living,1
TXN_00002383,CUST_001931,PROD_0014,2023-11-22 10:12:00,102916,UPI,Electronics,1
TXN_00002384,CUST_000739,PROD_0027,2023-08-12 11:36:00,5989,Credit Card,Fashion,1
TXN_00002385,CUST_000968,PROD_0209,2023-05-19 12:24:00,90277,Net Banking,Electronics,1
TXN_00002386,CUST_001908,PROD_0229,2024-02-02 16:24:00,8394,COD,Electronics,1
TXN_00002387,CUST_001971,PROD_0098,2023-08-09 06:57:00,133114,UPI,Electronics,2
TXN_00002388,CUST_000575,PROD_0022,2023-04-01 10:18:00,115459,UPI,Electronics,1
TXN_00002389,CUST_000758,PROD_0159,2023-12-24 00:36:00,100849,Credit Card,Electronics,1
TXN_00002390,CUST_000681,PROD_0127,2023-11-13 09:32:00,339514,UPI,Electronics,3
TXN_00002391,CUST_000180,PROD_0151,2023-04-05 12:38:00,139436,COD,Electronics,2
TXN_00002392,CUST_000293,PROD_0156,2023-07-10 18:24:00,42806,Credit Card,Electronics,1
TXN_00002393,CUST_000814,PROD_0115,2023-08-17 05:07:00,138627,Debit Card,Home & Living,3
TXN_00002394,CUST_001748,PROD_0297,2023-01-07 14:55:00,84080,Debit Card,Electronics,1
TXN_00002395,CUST_000566,PROD_0297,2023-07-08 22:37:00,66486,UPI,Electronics,1
TXN_00002396,CUST_000244,PROD_0099,2023-07-17 03:59:00,10239,Credit Card,Electronics,1
TXN_00002397,CUST_001667,PROD_0019,2023-12-08 08:41:00,41520,COD,Electronics,1
TXN_00002398,CUST_001116,PROD_0094,2023-05-07 05:26:00,88452,Credit Card,Electronics,2
TXN_00002399,CUST_001673,PROD_0262,2024-02-02 10:56:00,16600,Credit Card,Electronics,1
TXN_00002400,CUST_000633,PROD_0109,2024-02-19 01:28:00,104991,Net Banking,Electronics,1
TXN_00002401,CUST_001161,PROD_0050,2023-12-03 14:14:00,68738,UPI,Home & Living,2
TXN_00002402,CUST_000214,PROD_0143,2023-12-15 00:01:00,12383,UPI,Fashion,1
TXN_00002403,CUST_001094,PROD_0113,2024-01-10 03:31:00,119086,Credit Card,Electronics,2
TXN_00002404,CUST_001926,PROD_0074,2023-07-02 05:09:00,39170,Credit Card,Electronics,1
TXN_00002405,CUST_001909,PROD_0127,2023-07-08 23:35:00,88931,Wallet,Electronics,1
TXN_00002406,CUST_000915,PROD_0033,2023-10-13 08:20:00,18879,Credit Card,Fashion,2
TXN_00002407,CUST_000321,PROD_0289,2024-02-22 21:17:00,49534,Debit Card,Electronics,1
TXN_00002408,CUST_001514,PROD_0193,2023-08-10 16:51:00,26255,COD,Home & Living,1
TXN_00002409,CUST_000944,PROD_0139,2024-03-08 21:41:00,28775,Credit Card,Electronics,1
TXN_00002410,CUST_001824,PROD_0227,2023-01-25 03:31:00,6060,Debit Card,Fashion,2
TXN_00002411,CUST_000398,PROD_0068,2023-03-25 20:59:00,108397,UPI,Electronics,2
TXN_00002412,CUST_001671,PROD_0036,2023-12-21 16:26:00,4521,Credit Card,Fashion,1
TXN_00002413,CUST_001632,PROD_0114,2024-01-15 04:14:00,122606,COD,Electronics,3
TXN_00002414,CUST_001854,PROD_0223,2023-08-20 04:36:00,25269,Debit Card,Electronics,2
TXN_00002415,CUST_000881,PROD_0223,2023-06-15 13:12:00,12463,Credit Card,Electronics,1
TXN_00002416,CUST_000400,PROD_0056,2023-02-27 08:58:00,48753,UPI,Home & Living,2
TXN_00002417,CUST_000127,PROD_0281,2023-01-24 20:44:00,56632,UPI,Electronics,1
TXN_00002418,CUST_000732,PROD_0101,2024-02-21 14:59:00,3705,UPI,Fashion,1
TXN_00002419,CUST_001100,PROD_0130,2023-07-08 10:41:00,324617,Credit Card,Electronics,3
TXN_00002420,CUST_001064,PROD_0131,2023-01-24 01:01:00,25192,COD,Home & Living,1
TXN_00002421,CUST_001886,PROD_0287,2024-03-14 21:11:00,95001,Wallet,Electronics,1
TXN_00002422,CUST_001494,PROD_0241,2023-06-08 05:20:00,2934,Credit Card,Fashion,1
TXN_00002423,CUST_000949,PROD_0229,2023-04-10 03:27:00,8240,COD,Electronics,1
TXN_00002424,CUST_000055,PROD_0125,2023-04-27 18:44:00,15208,Credit Card,Home & Living,1
TXN_00002425,CUST_001622,PROD_0246,2023-04-22 12:33:00,72908,UPI,Home & Living,3
TXN_00002426,CUST_001651,PROD_0109,2023-02-14 15:10:00,119259,Debit Card,Electronics,1
TXN_00002427,CUST_001861,PROD_0153,2023-03-04 06:24:00,220936,UPI,Electronics,3
