session_id,customer_id,device_type,session_start,session_end,pages_visited,session_duration_minutes
SESS_00001783,CUST_001659,Mobile,2024-03-10 01:24:00,2024-03-10 01:33:00,1,9
SESS_00001784,CUST_001840,Desktop,2023-05-05 23:18:00,2023-05-05 23:59:00,13,41
SESS_00001785,CUST_000674,Mobile,2023-03-05 02:32:00,2023-03-05 02:36:00,1,4
SESS_00001786,CUST_000648,Mobile,2023-05-14 10:20:00,2023-05-14 10:26:00,1,6
SESS_00001787,CUST_001839,Desktop,2023-12-06 04:18:00,2023-12-06 04:39:00,5,21
SESS_00001788,CUST_001889,Desktop,2023-03-08 16:27:00,2023-03-08 17:05:00,9,38
SESS_00001789,CUST_001121,Mobile,2023-05-09 00:04:00,2023-05-09 00:33:00,3,29
SESS_00001790,CUST_001584,Desktop,2023-02-14 21:28:00,2023-02-14 21:42:00,1,14
SESS_00001791,CUST_001332,Desktop,2023-12-08 12:16:00,2023-12-08 13:41:00,42,85
SESS_00001792,CUST_000624,Mobile,2023-06-06 10:13:00,2023-06-06 10:30:00,3,17
SESS_00001793,CUST_001412,Mobile,2023-06-28 05:01:00,2023-06-28 05:09:00,1,8
SESS_00001794,CUST_000737,Desktop,2023-07-15 19:06:00,2023-07-15 19:49:00,8,43
SESS_00001795,CUST_001927,Desktop,2023-12-11 03:24:00,2023-12-11 04:59:00,23,95
SESS_00001796,CUST_000157,Mobile,2023-06-29 15:14:00,2023-06-29 15:28:00,2,14
SESS_00001797,CUST_000872,Desktop,2023-09-23 08:00:00,2023-09-23 09:40:00,16,100
SESS_00001798,CUST_000182,Tablet,2023-04-14 08:04:00,2023-04-14 08:49:00,9,45
SESS_00001799,CUST_001038,Mobile,2023-02-05 00:39:00,2023-02-05 00:41:00,1,2
SESS_00001800,CUST_000228,Desktop,2023-10-21 11:30:00,2023-10-21 13:00:00,45,90
SESS_00001801,CUST_001346,Mobile,2023-06-03 11:06:00,2023-06-03 11:27:00,3,21
SESS_00001802,CUST_000735,Desktop,2023-02-20 08:37:00,2023-02-20 10:34:00,16,117
SESS_00001803,CUST_001335,Mobile,2023-07-03 10:34:00,2023-07-03 10:48:00,2,14
SESS_00001804,CUST_000997,Desktop,2023-04-19 12:35:00,2023-04-19 12:47:00,1,12
SESS_00001805,CUST_000957,Desktop,2023-03-31 19:25:00,2023-03-31 20:27:00,8,62
SESS_00001806,CUST_000160,Desktop,2024-03-08 16:03:00,2024-03-08 17:19:00,19,76
SESS_00001807,CUST_000495,Desktop,2023-09-24 16:56:00,2023-09-24 17:12:00,3,16
SESS_00001808,CUST_001696,Mobile,2023-10-04 09:33:00,2023-10-04 09:43:00,1,10
SESS_00001809,CUST_000960,Mobile,2024-01-01 05:12:00,2024-01-01 05:55:00,21,43
SESS_00001810,CUST_001686,Mobile,2023-11-01 19:02:00,2023-11-01 19:33:00,15,31
SESS_00001811,CUST_001614,Tablet,2023-06-09 23:59:00,2023-06-10 00:28:00,7,29
SESS_00001812,CUST_000514,Desktop,2023-06-24 00:15:00,2023-06-24 00:25:00,1,10
SESS_00001813,CUST_000015,Mobile,2023-07-13 21:00:00,2023-07-13 21:18:00,4,18
SESS_00001814,CUST_001461,Mobile,2024-01-06 03:43:00,2024-01-06 04:24:00,6,41
SESS_00001815,CUST_000098,Mobile,2023-09-19 02:53:00,2023-09-19 03:27:00,6,34
SESS_00001816,CUST_000473,Mobile,2023-04-19 01:01:00,2023-04-19 01:14:00,2,13
SESS_00001817,CUST_001307,Mobile,2024-02-26 12:15:00,2024-02-26 12:25:00,1,10
SESS_00001818,CUST_000936,Desktop,2023-04-04 05:13:00,2023-04-04 07:01:00,21,108
SESS_00001819,CUST_000455,Mobile,2024-03-02 13:39:00,2024-03-02 14:01:00,11,22
SESS_00001820,CUST_000537,Desktop,2024-03-01 06:09:00,2024-03-01 07:40:00,18,91
SESS_00001821,CUST_001824,Mobile,2023-01-23 10:37:00,2023-01-23 10:42:00,1,5
SESS_00001822,CUST_000951,Mobile,2023-04-30 11:13:00,2023-04-30 11:35:00,2,22
SESS_00001823,CUST_000289,Mobile,2023-03-26 13:48:00,2023-03-26 14:32:00,11,44
SESS_00001824,CUST_000533,Desktop,2023-10-29 06:03:00,2023-10-29 07:52:00,13,109
SESS_00001825,CUST_001560,Desktop,2023-06-26 06:36:00,2023-06-26 07:43:00,22,67
SESS_00001826,CUST_001575,Desktop,2023-06-06 11:06:00,2023-06-06 11:38:00,4,32
SESS_00001827,CUST_001349,Desktop,2023-06-27 19:37:00,2023-06-27 20:40:00,15,63
SESS_00001828,CUST_000298,Mobile,2023-08-04 01:40:00,2023-08-04 02:06:00,3,26
SESS_00001829,CUST_000127,Mobile,2024-01-02 00:39:00,2024-01-02 01:16:00,6,37
SESS_00001830,CUST_001448,Desktop,2023-08-23 05:29:00,2023-08-23 06:09:00,20,40
SESS_00001831,CUST_001435,Mobile,2023-06-10 02:16:00,2023-06-10 02:59:00,6,43
SESS_00001832,CUST_000497,Mobile,2023-02-28 12:18:00,2023-02-28 12:25:00,1,7
SESS_00001833,CUST_000142,Desktop,2023-11-08 19:54:00,2023-11-08 20:13:00,2,19
SESS_00001834,CUST_000410,Mobile,2023-08-11 11:26:00,2023-08-11 11:47:00,3,21
SESS_00001835,CUST_000102,Desktop,2023-11-25 05:44:00,2023-11-25 06:38:00,13,54
SESS_00001836,CUST_001813,Mobile,2024-02-28 05:27:00,2024-02-28 05:31:00,2,4
SESS_00001837,CUST_000846,Mobile,2023-03-07 17:48:00,2023-03-07 18:31:00,7,43
SESS_00001838,CUST_001350,Tablet,2023-04-04 05:12:00,2023-04-04 05:50:00,9,38
SESS_00001839,CUST_000418,Desktop,2023-07-04 14:38:00,2023-07-04 16:04:00,28,86
SESS_00001840,CUST_001102,Desktop,2023-11-27 19:20:00,2023-11-27 20:41:00,20,81
SESS_00001841,CUST_000753,Desktop,2023-10-15 18:10:00,2023-10-15 18:37:00,6,27
SESS_00001842,CUST_000131,Desktop,2023-11-25 15:17:00,2023-11-25 17:16:00,23,119
SESS_00001843,CUST_000660,Tablet,2023-04-01 19:17:00,2023-04-01 20:01:00,8,44
SESS_00001844,CUST_000939,Mobile,2023-07-01 12:23:00,2023-07-01 12:45:00,11,22
SESS_00001845,CUST_000333,Mobile,2023-09-21 16:43:00,2023-09-21 17:24:00,5,41
SESS_00001846,CUST_000683,Mobile,2023-08-12 06:34:00,2023-08-12 06:48:00,2,14
SESS_00001847,CUST_001005,Mobile,2023-07-28 13:22:00,2023-07-28 13:53:00,15,31
SESS_00001848,CUST_000431,Mobile,2023-02-11 23:00:00,2023-02-11 23:07:00,2,7
SESS_00001849,CUST_000262,Mobile,2023-11-18 02:15:00,2023-11-18 02:31:00,2,16
SESS_00001850,CUST_001557,Tablet,2023-12-25 16:31:00,2023-12-25 16:58:00,3,27
SESS_00001851,CUST_000431,Tablet,2023-11-25 21:50:00,2023-11-25 22:11:00,7,21
SESS_00001852,CUST_000151,Mobile,2023-06-04 09:47:00,2023-06-04 10:21:00,11,34
SESS_00001853,CUST_001689,Mobile,2024-02-10 10:18:00,2024-02-10 11:03:00,5,45
SESS_00001854,CUST_001553,Desktop,2023-06-19 14:18:00,2023-06-19 15:38:00,13,80
SESS_00001855,CUST_001079,Desktop,2023-12-31 20:14:00,2023-12-31 21:41:00,17,87
SESS_00001856,CUST_001814,Mobile,2023-09-24 06:35:00,2023-09-24 06:45:00,2,10
SESS_00001857,CUST_000309,Mobile,2023-07-10 09:13:00,2023-07-10 09:17:00,1,4
SESS_00001858,CUST_001756,Desktop,2023-04-09 10:44:00,2023-04-09 11:23:00,4,39
SESS_00001859,CUST_000696,Mobile,2023-03-30 02:22:00,2023-03-30 02:28:00,1,6
SESS_00001860,CUST_000401,Desktop,2023-12-15 09:50:00,2023-12-15 10:46:00,11,56
SESS_00001861,CUST_001937,Desktop,2024-03-11 00:50:00,2024-03-11 01:53:00,10,63
SESS_00001862,CUST_001483,Tablet,2023-10-21 20:36:00,2023-10-21 21:32:00,8,56
SESS_00001863,CUST_001506,Desktop,2023-03-19 23:16:00,2023-03-20 00:24:00,34,68
SESS_00001864,CUST_001972,Mobile,2023-07-03 15:49:00,2023-07-03 16:11:00,4,22
SESS_00001865,CUST_001826,Desktop,2023-02-23 00:34:00,2023-02-23 00:47:00,1,13
SESS_00001866,CUST_001864,Mobile,2023-02-09 01:51:00,2023-02-09 02:06:00,1,15
SESS_00001867,CUST_000042,Mobile,2023-03-25 05:56:00,2023-03-25 06:04:00,1,8
SESS_00001868,CUST_000287,Mobile,2023-04-18 18:21:00,2023-04-18 18:46:00,12,25
SESS_00001869,CUST_000367,Desktop,2023-02-19 13:38:00,2023-02-19 14:51:00,24,73
SESS_00001870,CUST_000280,Mobile,2023-04-08 04:35:00,2023-04-08 04:59:00,6,24
SESS_00001871,CUST_000203,Mobile,2023-05-15 04:59:00,2023-05-15 05:11:00,2,12
SESS_00001872,CUST_001677,Mobile,2023-04-29 20:08:00,2023-04-29 20:36:00,4,28
SESS_00001873,CUST_001529,Mobile,2023-03-07 03:18:00,2023-03-07 03:36:00,4,18
SESS_00001874,CUST_000416,Mobile,2023-09-01 03:21:00,2023-09-01 04:04:00,21,43
SESS_00001875,CUST_000547,Desktop,2023-06-14 03:53:00,2023-06-14 05:20:00,17,87
SESS_00001876,CUST_001001,Desktop,2023-10-06 14:31:00,2023-10-06 15:49:00,13,78
SESS_00001877,CUST_001659,Mobile,2023-01-17 02:43:00,2023-01-17 02:52:00,1,9
SESS_00001878,CUST_000723,Mobile,2024-01-25 19:06:00,2024-01-25 19:21:00,5,15
SESS_00001879,CUST_000866,Desktop,2023-10-02 09:11:00,2023-10-02 09:44:00,11,33
SESS_00001880,CUST_001447,Mobile,2023-12-18 12:12:00,2023-12-18 12:35:00,5,23
SESS_00001881,CUST_001625,Mobile,2023-05-18 13:39:00,2023-05-18 14:24:00,22,45
SESS_00001882,CUST_000426,Mobile,2023-04-09 22:24:00,2023-04-09 23:02:00,5,38
SESS_00001883,CUST_000386,Desktop,2023-02-14 01:56:00,2023-02-14 03:56:00,15,120
SESS_00001884,CUST_000699,Mobile,2023-08-16 02:36:00,2023-08-16 03:07:00,10,31
SESS_00001885,CUST_000361,Mobile,2023-04-13 22:35:00,2023-04-13 22:43:00,2,8
SESS_00001886,CUST_000601,Desktop,2023-06-24 10:08:00,2023-06-24 11:14:00,11,66
SESS_00001887,CUST_001495,Mobile,2023-08-29 13:40:00,2023-08-29 13:52:00,1,12
SESS_00001888,CUST_000781,Mobile,2023-01-04 05:56:00,2023-01-04 06:11:00,3,15
SESS_00001889,CUST_000880,Mobile,2023-05-26 00:43:00,2023-05-26 01:22:00,13,39
SESS_00001890,CUST_000030,Tablet,2023-11-15 19:48:00,2023-11-15 20:32:00,7,44
SESS_00001891,CUST_000888,Mobile,2023-09-18 19:05:00,2023-09-18 19:45:00,5,40
SESS_00001892,CUST_000765,Mobile,2023-01-07 15:44:00,2023-01-07 16:21:00,7,37
SESS_00001893,CUST_001015,Mobile,2023-10-19 12:36:00,2023-10-19 13:14:00,6,38
SESS_00001894,CUST_001160,Tablet,2023-04-22 21:33:00,2023-04-22 21:44:00,1,11
SESS_00001895,CUST_001324,Mobile,2023-03-05 20:36:00,2023-03-05 20:56:00,3,20
SESS_00001896,CUST_001987,Mobile,2024-02-23 21:29:00,2024-02-23 21:48:00,3,19
SESS_00001897,CUST_000242,Mobile,2023-03-30 07:42:00,2023-03-30 07:49:00,1,7
SESS_00001898,CUST_001426,Desktop,2023-12-06 00:02:00,2023-12-06 00:28:00,6,26
SESS_00001899,CUST_000187,Desktop,2023-07-05 10:07:00,2023-07-05 11:18:00,8,71
SESS_00001900,CUST_001870,Mobile,2023-06-17 16:48:00,2023-06-17 17:15:00,9,27
SESS_00001901,CUST_001841,Mobile,2023-08-20 06:21:00,2023-08-20 06:36:00,5,15
SESS_00001902,CUST_000340,Mobile,2023-08-31 01:08:00,2023-08-31 01:42:00,4,34
SESS_00001903,CUST_001669,Mobile,2023-10-31 19:25:00,2023-10-31 19:53:00,5,28
SESS_00001904,CUST_001028,Mobile,2023-08-10 17:23:00,2023-08-10 17:59:00,4,36
SESS_00001905,CUST_001528,Mobile,2023-05-18 06:04:00,2023-05-18 06:11:00,1,7
SESS_00001906,CUST_000331,Desktop,2023-02-04 01:45:00,2023-02-04 03:18:00,13,93
SESS_00001907,CUST_000830,Mobile,2023-07-01 02:19:00,2023-07-01 03:00:00,10,41
SESS_00001908,CUST_001726,Mobile,2023-08-25 06:50:00,2023-08-25 07:31:00,8,41
SESS_00001909,CUST_001504,Mobile,2023-07-06 21:50:00,2023-07-06 22:10:00,2,20
SESS_00001910,CUST_000412,Mobile,2023-02-10 00:21:00,2023-02-10 00:45:00,4,24
SESS_00001911,CUST_001015,Mobile,2023-02-03 21:02:00,2023-02-03 21:17:00,2,15
SESS_00001912,CUST_000113,Tablet,2023-12-05 04:29:00,2023-12-05 04:55:00,4,26
SESS_00001913,CUST_000849,Mobile,2023-01-22 17:58:00,2023-01-22 18:40:00,7,42
SESS_00001914,CUST_001185,Desktop,2024-01-26 10:35:00,2024-01-26 11:32:00,9,57
SESS_00001915,CUST_000925,Mobile,2023-11-08 06:21:00,2023-11-08 06:56:00,8,35
SESS_00001916,CUST_000418,Tablet,2023-05-11 05:12:00,2023-05-11 05:23:00,2,11
SESS_00001917,CUST_001162,Desktop,2023-05-22 10:10:00,2023-05-22 11:52:00,51,102
SESS_00001918,CUST_000346,Mobile,2023-06-26 22:55:00,2023-06-26 23:32:00,7,37
SESS_00001919,CUST_000093,Mobile,2023-08-06 04:41:00,2023-08-06 04:43:00,1,2
SESS_00001920,CUST_001280,Desktop,2023-09-20 03:35:00,2023-09-20 03:48:00,1,13
SESS_00001921,CUST_000559,Mobile,2023-01-25 20:36:00,2023-01-25 21:17:00,6,41
SESS_00001922,CUST_000237,Mobile,2023-06-12 03:51:00,2023-06-12 04:12:00,3,21
SESS_00001923,CUST_000213,Mobile,2023-05-30 00:22:00,2023-05-30 00:27:00,1,5
SESS_00001924,CUST_000715,Mobile,2023-01-08 21:05:00,2023-01-08 21:22:00,2,17
SESS_00001925,CUST_000546,Mobile,2023-09-03 20:17:00,2023-09-03 20:29:00,2,12
SESS_00001926,CUST_001410,Desktop,2023-07-25 07:50:00,2023-07-25 08:51:00,15,61
SESS_00001927,CUST_000148,Desktop,2023-04-04 05:51:00,2023-04-04 06:51:00,15,60
SESS_00001928,CUST_000927,Desktop,2023-03-11 10:44:00,2023-03-11 11:26:00,6,42
SESS_00001929,CUST_000449,Tablet,2023-12-25 18:47:00,2023-12-25 19:47:00,20,60
SESS_00001930,CUST_000585,Mobile,2023-06-24 06:38:00,2023-06-24 07:05:00,13,27
SESS_00001931,CUST_001736,Tablet,2023-05-29 04:16:00,2023-05-29 04:22:00,1,6
SESS_00001932,CUST_001955,Mobile,2023-02-12 14:18:00,2023-02-12 15:00:00,10,42
SESS_00001933,CUST_000284,Mobile,2023-07-08 21:15:00,2023-07-08 21:53:00,5,38
SESS_00001934,CUST_001438,Mobile,2024-02-26 23:51:00,2024-02-27 00:18:00,4,27
SESS_00001935,CUST_001334,Tablet,2023-06-22 20:11:00,2023-06-22 20:44:00,4,33
SESS_00001936,CUST_001666,Mobile,2023-08-10 16:54:00,2023-08-10 17:07:00,6,13
SESS_00001937,CUST_001165,Tablet,2023-02-20 17:41:00,2023-02-20 18:21:00,20,40
SESS_00001938,CUST_000339,Mobile,2023-03-20 09:50:00,2023-03-20 10:16:00,5,26
SESS_00001939,CUST_000252,Mobile,2023-05-13 05:49:00,2023-05-13 06:25:00,18,36
SESS_00001940,CUST_001240,Desktop,2024-02-16 15:00:00,2024-02-16 15:28:00,14,28
SESS_00001941,CUST_001246,Desktop,2024-01-26 14:37:00,2024-01-26 16:15:00,49,98
SESS_00001942,CUST_001244,Tablet,2023-08-11 21:15:00,2023-08-11 21:42:00,3,27
SESS_00001943,CUST_001872,Mobile,2023-02-21 21:20:00,2023-02-21 22:01:00,20,41
SESS_00001944,CUST_000154,Tablet,2023-08-29 10:41:00,2023-08-29 10:59:00,6,18
SESS_00001945,CUST_000241,Mobile,2023-08-14 01:08:00,2023-08-14 01:52:00,5,44
SESS_00001946,CUST_000718,Mobile,2023-04-15 07:31:00,2023-04-15 08:11:00,8,40
SESS_00001947,CUST_000004,Mobile,2023-09-30 12:03:00,2023-09-30 12:24:00,3,21
SESS_00001948,CUST_000483,Desktop,2023-08-28 15:58:00,2023-08-28 16:50:00,8,52
SESS_00001949,CUST_000944,Tablet,2023-04-03 11:12:00,2023-04-03 11:46:00,17,34
SESS_00001950,CUST_001009,Desktop,2023-03-12 01:43:00,2023-03-12 02:05:00,5,22
SESS_00001951,CUST_000472,Desktop,2023-05-03 07:01:00,2023-05-03 07:09:00,2,8
SESS_00001952,CUST_001895,Mobile,2023-04-06 10:24:00,2023-04-06 11:02:00,4,38
SESS_00001953,CUST_000852,Mobile,2023-05-20 14:48:00,2023-05-20 15:06:00,9,18
SESS_00001954,CUST_000391,Desktop,2023-05-01 02:59:00,2023-05-01 03:19:00,5,20
SESS_00001955,CUST_000188,Mobile,2023-11-01 13:32:00,2023-11-01 13:48:00,2,16
SESS_00001956,CUST_000596,Mobile,2023-10-04 22:19:00,2023-10-04 22:31:00,4,12
SESS_00001957,CUST_000845,Mobile,2023-12-02 13:12:00,2023-12-02 13:19:00,1,7
SESS_00001958,CUST_000620,Desktop,2023-04-19 00:37:00,2023-04-19 02:37:00,15,120
SESS_00001959,CUST_001260,Mobile,2023-01-16 06:41:00,2023-01-16 07:24:00,10,43
SESS_00001960,CUST_001417,Desktop,2023-10-19 03:15:00,2023-10-19 03:32:00,4,17
SESS_00001961,CUST_001682,Mobile,2023-07-15 20:21:00,2023-07-15 20:35:00,1,14
SESS_00001962,CUST_001679,Mobile,2023-12-30 12:27:00,2023-12-30 13:00:00,16,33
SESS_00001963,CUST_000425,Mobile,2023-07-25 09:26:00,2023-07-25 09:40:00,3,14
SESS_00001964,CUST_000171,Mobile,2024-01-18 09:20:00,2024-01-18 09:32:00,4,12
SESS_00001965,CUST_001055,Mobile,2024-01-22 20:08:00,2024-01-22 20:23:00,5,15
SESS_00001966,CUST_001806,Mobile,2023-06-16 21:13:00,2023-06-16 21:34:00,3,21
SESS_00001967,CUST_001352,Mobile,2023-06-14 23:11:00,2023-06-14 23:51:00,8,40
SESS_00001968,CUST_001562,Mobile,2023-11-10 18:13:00,2023-11-10 18:31:00,3,18
SESS_00001969,CUST_001739,Desktop,2023-07-28 11:28:00,2023-07-28 12:34:00,16,66
SESS_00001970,CUST_001126,Tablet,2023-05-03 20:14:00,2023-05-03 20:41:00,9,27
SESS_00001971,CUST_000245,Mobile,2023-12-09 19:31:00,2023-12-09 19:33:00,1,2
SESS_00001972,CUST_000794,Mobile,2023-05-31 00:27:00,2023-05-31 00:47:00,10,20
SESS_00001973,CUST_000295,Mobile,2023-04-11 22:50:00,2023-04-11 23:33:00,21,43
SESS_00001974,CUST_000663,Mobile,2023-05-24 01:09:00,2023-05-24 01:30:00,5,21
SESS_00001975,CUST_000943,Desktop,2023-09-15 06:00:00,2023-09-15 07:05:00,16,65
SESS_00001976,CUST_000030,Desktop,2023-02-24 12:12:00,2023-02-24 12:38:00,5,26
SESS_00001977,CUST_001300,Tablet,2023-01-11 06:41:00,2023-01-11 07:03:00,3,22
SESS_00001978,CUST_000236,Mobile,2023-05-10 03:55:00,2023-05-10 03:58:00,1,3
SESS_00001979,CUST_000710,Mobile,2023-03-06 12:38:00,2023-03-06 13:20:00,8,42
SESS_00001980,CUST_000412,Mobile,2024-02-25 13:59:00,2024-02-25 14:20:00,7,21
SESS_00001981,CUST_000952,Mobile,2023-03-20 23:04:00,2023-03-20 23:17:00,1,13
SESS_00001982,CUST_000832,Mobile,2023-05-14 21:20:00,2023-05-14 21:40:00,6,20
SESS_00001983,CUST_000794,Mobile,2023-09-07 13:32:00,2023-09-07 14:15:00,5,43
SESS_00001984,CUST_000986,Mobile,2023-11-09 13:30:00,2023-11-09 14:14:00,11,44
SESS_00001985,CUST_000799,Desktop,2023-09-03 20:54:00,2023-09-03 21:25:00,6,31
SESS_00001986,CUST_001221,Desktop,2023-09-21 13:45:00,2023-09-21 14:17:00,16,32
SESS_00001987,CUST_001828,Mobile,2024-02-08 02:44:00,2024-02-08 03:00:00,5,16
SESS_00001988,CUST_000452,Mobile,2023-03-09 15:39:00,2023-03-09 16:16:00,5,37
SESS_00001989,CUST_001644,Mobile,2024-01-04 17:08:00,2024-01-04 17:16:00,1,8
SESS_00001990,CUST_000927,Mobile,2023-01-01 05:41:00,2023-01-01 06:09:00,4,28
SESS_00001991,CUST_001764,Mobile,2023-09-05 03:38:00,2023-09-05 04:16:00,7,38
SESS_00001992,CUST_000145,Mobile,2023-06-01 19:18:00,2023-06-01 19:59:00,20,41
SESS_00001993,CUST_001756,Mobile,2023-10-04 11:07:00,2023-10-04 11:28:00,3,21
SESS_00001994,CUST_000942,Desktop,2023-07-01 13:07:00,2023-07-01 14:08:00,8,61
SESS_00001995,CUST_000086,Mobile,2024-02-12 06:34:00,2024-02-12 06:54:00,3,20
SESS_00001996,CUST_001943,Mobile,2023-06-17 22:09:00,2023-06-17 22:36:00,13,27
SESS_00001997,CUST_001678,Desktop,2023-08-03 16:56:00,2023-08-03 17:27:00,3,31
SESS_00001998,CUST_000323,Desktop,2023-09-14 14:36:00,2023-09-14 15:24:00,6,48
SESS_00001999,CUST_000828,Mobile,2023-02-06 09:49:00,2023-02-06 09:56:00,1,7
SESS_00002000,CUST_000023,Desktop,2023-10-17 12:24:00,2023-10-17 12:40:00,2,16
SESS_00002001,CUST_001917,Desktop,2023-07-08 19:10:00,2023-07-08 20:37:00,29,87
SESS_00002002,CUST_000324,Mobile,2024-01-10 10:28:00,2024-01-10 11:03:00,5,35
SESS_00002003,CUST_000095,Desktop,2023-10-08 16:21:00,2023-10-08 18:10:00,54,109
SESS_00002004,CUST_000868,Desktop,2023-10-19 00:12:00,2023-10-19 00:27:00,1,15
SESS_00002005,CUST_001441,Mobile,2024-01-30 07:18:00,2024-01-30 07:50:00,4,32
SESS_00002006,CUST_001715,Desktop,2024-02-23 23:48:00,2024-02-24 01:30:00,51,102
SESS_00002007,CUST_000161,Mobile,2023-04-05 01:08:00,2023-04-05 01:40:00,10,32
SESS_00002008,CUST_000051,Desktop,2024-03-01 20:08:00,2024-03-01 20:45:00,4,37
SESS_00002009,CUST_001082,Mobile,2023-11-17 11:40:00,2023-11-17 12:18:00,4,38
SESS_00002010,CUST_000677,Desktop,2023-12-26 03:44:00,2023-12-26 05:19:00,31,95
SESS_00002011,CUST_001214,Desktop,2023-11-17 04:02:00,2023-11-17 05:09:00,22,67
SESS_00002012,CUST_000302,Tablet,2023-04-11 01:50:00,2023-04-11 02:08:00,6,18
SESS_00002013,CUST_000762,Mobile,2024-01-12 17:09:00,2024-01-12 17:25:00,5,16
SESS_00002014,CUST_001181,Mobile,2023-10-04 19:43:00,2023-10-04 20:07:00,12,24
SESS_00002015,CUST_000217,Mobile,2023-12-24 03:15:00,2023-12-24 03:57:00,5,42
SESS_00002016,CUST_001270,Mobile,2023-10-26 15:48:00,2023-10-26 16:20:00,4,32
SESS_00002017,CUST_000499,Desktop,2023-10-05 21:29:00,2023-10-05 22:54:00,28,85
SESS_00002018,CUST_000900,Mobile,2023-10-10 14:24:00,2023-10-10 14:54:00,5,30
SESS_00002019,CUST_001683,Mobile,2023-03-22 07:25:00,2023-03-22 07:27:00,1,2
SESS_00002020,CUST_001130,Mobile,2024-01-01 09:11:00,2024-01-01 09:21:00,1,10
SESS_00002021,CUST_001578,Mobile,2023-07-16 13:21:00,2023-07-16 13:29:00,2,8
SESS_00002022,CUST_000524,Mobile,2023-12-18 08:50:00,2023-12-18 09:24:00,6,34
SESS_00002023,CUST_000694,Desktop,2023-08-24 08:12:00,2023-08-24 08:23:00,2,11
SESS_00002024,CUST_000318,Mobile,2024-02-24 00:24:00,2024-02-24 00:59:00,17,35
SESS_00002025,CUST_000634,Mobile,2023-12-13 21:54:00,2023-12-13 22:31:00,5,37
SESS_00002026,CUST_000612,Mobile,2024-02-19 18:39:00,2024-02-19 19:21:00,21,42
SESS_00002027,CUST_001204,Mobile,2023-09-16 22:28:00,2023-09-16 22:39:00,5,11
SESS_00002028,CUST_000355,Mobile,2024-03-07 18:32:00,2024-03-07 18:39:00,3,7
SESS_00002029,CUST_000427,Mobile,2023-01-06 00:33:00,2023-01-06 00:52:00,6,19
SESS_00002030,CUST_001889,Desktop,2023-11-28 06:37:00,2023-11-28 07:00:00,5,23
SESS_00002031,CUST_001840,Desktop,2023-02-13 18:45:00,2023-02-13 20:03:00,39,78
SESS_00002032,CUST_001546,Mobile,2023-02-08 22:40:00,2023-02-08 23:10:00,5,30
SESS_00002033,CUST_000841,Desktop,2023-05-08 06:01:00,2023-05-08 07:29:00,22,88
SESS_00002034,CUST_000003,Desktop,2023-08-21 08:36:00,2023-08-21 09:27:00,25,51
SESS_00002035,CUST_001778,Desktop,2023-05-25 09:15:00,2023-05-25 11:11:00,14,116
SESS_00002036,CUST_000350,Mobile,2023-08-14 03:52:00,2023-08-14 04:31:00,13,39
SESS_00002037,CUST_001169,Tablet,2023-10-13 20:00:00,2023-10-13 20:14:00,2,14
SESS_00002038,CUST_001066,Tablet,2023-05-24 20:16:00,2023-05-24 21:09:00,26,53
SESS_00002039,CUST_001631,Mobile,2024-02-06 13:05:00,2024-02-06 13:50:00,9,45
SESS_00002040,CUST_001213,Mobile,2023-04-20 21:26:00,2023-04-20 21:39:00,3,13
SESS_00002041,CUST_001702,Tablet,2023-01-30 16:47:00,2023-01-30 17:25:00,4,38
SESS_00002042,CUST_000677,Mobile,2023-02-28 20:41:00,2023-02-28 21:10:00,9,29
SESS_00002043,CUST_000272,Mobile,2023-05-04 16:06:00,2023-05-04 16:20:00,2,14
SESS_00002044,CUST_000029,Mobile,2024-01-12 10:30:00,2024-01-12 11:14:00,11,44
SESS_00002045,CUST_000157,Mobile,2023-01-20 07:30:00,2023-01-20 07:58:00,9,28
SESS_00002046,CUST_000359,Mobile,2023-08-01 23:21:00,2023-08-02 00:01:00,10,40
SESS_00002047,CUST_000251,Mobile,2024-01-03 10:08:00,2024-01-03 10:33:00,3,25
SESS_00002048,CUST_001094,Desktop,2023-04-18 16:22:00,2023-04-18 16:40:00,2,18
SESS_00002049,CUST_000884,Desktop,2023-04-30 10:31:00,2023-04-30 11:45:00,37,74
SESS_00002050,CUST_001637,Mobile,2023-03-02 13:18:00,2023-03-02 13:37:00,2,19
SESS_00002051,CUST_000889,Mobile,2023-07-30 16:17:00,2023-07-30 16:49:00,16,32
SESS_00002052,CUST_001686,Mobile,2023-04-08 05:43:00,2023-04-08 06:24:00,20,41
SESS_00002053,CUST_001623,Desktop,2023-02-21 01:56:00,2023-02-21 02:26:00,3,30
SESS_00002054,CUST_001237,Mobile,2023-11-29 03:21:00,2023-11-29 03:56:00,4,35
SESS_00002055,CUST_001760,Mobile,2024-03-14 21:55:00,2024-03-14 22:18:00,3,23
SESS_00002056,CUST_000248,Mobile,2024-03-05 03:35:00,2024-03-05 04:00:00,4,25
SESS_00002057,CUST_000167,Desktop,2023-03-03 01:06:00,2023-03-03 01:50:00,8,44
SESS_00002058,CUST_000094,Tablet,2023-03-09 06:49:00,2023-03-09 07:41:00,13,52
SESS_00002059,CUST_000512,Mobile,2023-06-22 20:50:00,2023-06-22 21:29:00,7,39
SESS_00002060,CUST_001044,Desktop,2023-03-25 16:37:00,2023-03-25 16:46:00,4,9
SESS_00002061,CUST_001607,Mobile,2023-05-19 01:34:00,2023-05-19 01:43:00,1,9
